cluster index	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)	G1	G2	G3	G4	G5	G6	AllFiles	AllGroups	DefaultGroups	RTMean	RTStdErr	ProteoSAFeClusterLink	UniqueFileSourcesCount	EvenOdd	LibraryID	NumberOrganismIDs	AllOrganisms
18	1	463.086	1	463.086	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:116###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=18	1	1	ReSpect:PT209290 Myricetin-3-Rhamnoside|Myrc-3-Rha|Myricitrin|Myricitrine|Myricetrin|Myricitroside|myricetin-3-O-rhamnoside|Myricetol 3-rhamnoside|Myricetin 3-O-alpha-L-rhamnopyranoside|3-((6-Deoxy-alpha-L-mannopyrano	1	RESPECT;
19	1	387.164	1	387.164	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:652###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=19	1	1	N/A	0	N/A
20	1	341.09	1	341.09	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1790###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=20	1	1	N/A	0	N/A
21	1	789.165	1	789.165	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:4779###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=21	1	1	N/A	0	N/A
22	1	476.277	1	476.277	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:2312###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=22	1	1	N/A	0	N/A
23	1	287.055	1	287.055	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1540###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=23	1	1	N/A	0	N/A
24	1	615.098	1	615.098	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:173###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=24	1	1	NCGC00385142-01![(2S,3R,4R,5R,6S)-2-[5,7-dihydroxy-4-oxo-2-(3,4,5-trihydroxyphenyl)chromen-3-yl]oxy-4,5-dihydroxy-6-methyloxan-3-yl] 3,4,5-trihydroxybenzoate	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE;
25	1	329.089	1	329.089	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:929###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=25	1	1	N/A	0	N/A
26	1	315.077	1	315.077	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:3658###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=26	1	1	N/A	0	N/A
27	1	287.222	1	287.222	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:707###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=27	1	0	"6.15-Dioxy-pentadecan-carbonsaeure-(1)|8,16-dihydroxy-hexadecanoic_acid|8,16-Dihydroxy-hexadecansaeure|8,16-dihydroxyhexadecanoic_acid|8,16-Dihydroxyhexadecansaeure|xi.omega-Dioxy-palmitinsaeure"	1	PRIVATE-USER;
28	1	457.077	1	457.077	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:78###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=28	1	1	NCGC00164319-09![(2R,3R)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromen-3-yl] 3,4,5-trihydroxybenzoate	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE;
29	1	301.034	1	301.034	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1697###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=29	1	1	ReSpect:PT204090 Quercetin|Quer|3,3',4',5,7-pentahydroxyflavone|Flavin meletin|Kvercetin|Meletin|Quercetol|Quercetine|Quertine|Quercitin|Sophoretin|Xanthaurine|3',4',5,7-Tetrahydroxyflavan-3-ol|2-(3,4-Dihydroxyphenyl)	1	RESPECT;
30	1	406.163	1	406.163	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:2458###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=30	1	0	N/A	0	N/A
31	1	327.218	1	327.218	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1314###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=31	1	0	N/A	0	N/A
32	1	349.058	1	349.058	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:2779###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=32	1	1	N/A	0	N/A
33	1	836.15	1	836.15	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:920###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=33	1	0	N/A	0	N/A
34	1	285.06	1	285.06	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:333###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=34	1	1	N/A	0	N/A
35	1	684.113	1	684.113	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1320###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=35	1	0	N/A	0	N/A
36	1	207.077	1	207.077	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:489###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=36	1	1	N/A	0	N/A
37	1	675.358	1	675.358	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1036###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=37	1	0	N/A	0	N/A
38	1	299.222	1	299.222	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:841###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=38	1	0	N/A	0	N/A
39	1	449.108	1	449.108	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:18###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=39	1	1	NCGC00168909-02!(2R,3R)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-2,3-dihydrochromen-4-one	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE;
40	1	452.277	1	452.277	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:815###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=40	1	1	Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14	1	GNPS-NIST14-MATCHES;
41	1	327.253	1	327.253	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1186###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=41	1	0	N/A	0	N/A
42	1	311.222	1	311.222	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:3502###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=42	1	0	N/A	0	N/A
43	1	197.117	1	197.117	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1184###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=43	1	0	N/A	0	N/A
44	1	341.139	1	341.139	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:3191###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=44	1	1	N/A	0	N/A
45	1	299.055	1	299.055	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:405###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=45	1	1	MoNA:2899716 4',5,7-Trihydroxy-3'-methoxy-flavone	1	MONA;
46	1	507.222	1	507.222	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:2288###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=46	1	1	N/A	0	N/A
47	1	463.087	1	463.087	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1039###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=47	1	1	Spectral Match to Isoquercitin from NIST14	1	GNPS-NIST14-MATCHES;
48	1	505.207	1	505.207	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:2705###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=48	1	1	"3',7-Di-Me_ether,1""-O-alpha-L-rhamnopyranoside-(2R,3S)-2-(3,4-Dihydroxyphenyl)-2,3-dihydro-7-hydroxy-3-hydroxymethyl-5-benzofuranpropanol"	1	PRIVATE-USER;
49	1	169.013	1	169.013	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:804###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=49	1	1	N/A	0	N/A
50	1	465.103	1	465.103	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:135###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=50	1	1	NCGC00385598-01!(2R,3R)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3-dihydrochromen-4-one	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE;
51	1	209.03	1	209.03	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1217###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=51	1	1	GALACTARATE	1	GNPS-EMBL-MCF;
52	1	684.104	1	684.104	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:306###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=52	1	0	N/A	0	N/A
53	1	513.307	1	513.307	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:4553###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=53	1	0	N/A	0	N/A
54	1	761.134	1	761.134	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1833###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=54	1	1	3'-Galloylprodelphinidin_B4	1	PRIVATE-USER;
55	1	269.213	1	269.213	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:3439###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=55	1	0	N/A	0	N/A
56	1	760.125	1	760.125	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1267###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=56	1	0	N/A	0	N/A
57	1	332.076	1	332.076	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:56###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=57	1	0	N/A	0	N/A
58	1	836.131	1	836.131	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:2633###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=58	1	0	N/A	0	N/A
59	1	411.022	1	411.022	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:3675###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=59	1	1	N/A	0	N/A
60	1	305.068	1	305.068	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1188###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=60	1	1	N/A	0	N/A
61	1	180.066	1	180.066	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:358###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=61	1	0	N/A	0	N/A
62	1	636.098	1	636.098	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:2367###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=62	1	0	N/A	0	N/A
63	1	449.071	1	449.071	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1074###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=63	1	1	ReSpect:PT209300 Myricetin-3-Xyloside|Myrc-3-Xyl	1	RESPECT;
64	1	599.103	1	599.103	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:867###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=64	1	1	NCGC00169759-02![(2S,3R,4R,5S,6S)-2-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-3,5-dihydroxy-6-methyloxan-4-yl] 3,4,5-trihydroxybenzoate	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE;
65	1	767.111	1	767.111	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:768###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=65	1	1	N/A	0	N/A
66	1	479.082	1	479.082	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:3109###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=66	1	1	ReSpect:PT209280 Myricetin-3-Galactoside|Myrc-3-Gal|Myricetin-3-Galactopyranoside	1	RESPECT;
67	1	491.139	1	491.139	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:2330###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=67	1	1	2'-caffeoyl-6'-jacaranone-D-glucopyranoside	1	null;
68	1	343.066	1	343.066	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:92###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=68	1	1	N/A	0	N/A
69	1	788.11	1	788.11	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1842###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=69	1	0	N/A	0	N/A
70	1	675.361	1	675.361	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:2523###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=70	1	0	N/A	0	N/A
71	1	405.103	1	405.103	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:4030###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=71	1	1	N/A	0	N/A
72	1	1064.16	1	1064.16	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:5051###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=72	1	0	N/A	0	N/A
73	1	305.066	1	305.066	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:95###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=73	1	1	Epigallocatechin	1	GNPS-LIBRARY;
74	1	447.093	1	447.093	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:185###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=74	1	1	ReSpect:PT204350 Quercitrin|Quer-3-Rha|Quercitrin|thujin|Quercetrin|Quercimelin|Quercitroside|quercetin-3-O-rhamnoside|Quercetin- 3-(6-deoxy-alpha-L-mannopyranoside)|3,3',4',5,7-Pentahydroxyflavone-3-L-rhamnoside|2-(3	1	RESPECT;
75	1	243.051	1	243.051	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:3312###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=75	1	1	N/A	0	N/A
76	1	913.141	1	913.141	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:3412###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=76	1	1	Di_Gallocatechin_Type_B_Gallate_Gallate	1	PRIVATE-USER;
77	1	457.077	1	457.077	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:67###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=77	1	1	NCGC00164319-09![(2R,3R)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromen-3-yl] 3,4,5-trihydroxybenzoate	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE;
78	1	477.103	1	477.103	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:168###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=78	1	1	4-O-(6'-O-galloyl-beta-D-glucopyranosyl)-cis-p-coumaric_acid	1	null;
79	1	343.065	1	343.065	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:572###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=79	1	1	N/A	0	N/A
