"NODE1"	"NODE2"	"DeltaMZ"	"Cosine"
1351	3277	140.046	0.703537
1205	3277	28.0316	0.527809
26	3277	18.011	0.74722
2120	3277	56.0627	0.752053
1935	3277	180.043	0.601317
1707	3277	194.057	0.63951
288	3277	48.0582	0.78273
1786	3277	-152.011	0.675071
1744	3277	274.048	0.555541
114	3277	-35.9849	0.556324
221	3277	170.022	0.570031
1769	3277	-4.02933	0.715695
1006	3277	-19.99	0.561695
1459	3277	32.0256	0.710862
2930	3277	131.015	0.55888
1283	3277	28.0317	0.645942
2895	3277	115.018	0.518483
1934	3277	-230.031	0.607674
172	3277	7.02158	0.500348
2107	3277	42.048	0.566388
2966	3277	-105.019	0.574508
2446	3278	-119.01	0.819195
3176	3278	-2.01526	0.984845
3036	3279	46.0043	0.945864
2523	3279	-50.0929	0.581901
2124	3279	46.0019	0.967928
2884	3279	15.9918	0.773286
3176	3279	-82.0896	0.694071
2159	3279	-50.0924	0.591711
209	328	58.0378	0.711769
182	328	-607.806	0.637525
2975	328	-84.0249	0.543122
1456	328	254.115	0.702508
2991	328	-138.078	0.857321
261	328	72.0215	0.836461
247	328	182.085	0.610824
164	328	174.088	0.654138
134	328	134.031	0.74707
1364	328	42.0216	0.913562
105	328	190.08	0.595404
3156	328	-26.0173	0.694391
2597	328	-96.0586	0.902355
2552	328	62.0098	0.511566
210	328	266.075	0.625198
2121	328	3.9873	0.662185
1523	328	-166.099	0.855824
1301	328	148.029	0.651218
160	328	106.02	0.546061
1730	328	72.0214	0.602648
30	328	308.077	0.642745
1244	328	15.9938	0.780455
1731	328	88.0144	0.629807
1149	328	146.034	0.671549
2456	328	-78.0732	0.761484
1489	328	186.087	0.659368
1959	328	269.119	0.618384
1568	328	-210.087	0.664847
1851	328	266.073	0.666067
2499	328	23.9626	0.873362
170	328	-231.125	0.509335
116	328	232.088	0.636767
2134	328	154.096	0.789503
1281	328	89.0245	0.736932
1436	328	-82.0428	0.920964
1052	328	-194.092	0.741411
301	328	-82.0436	0.931317
1015	328	5.95166	0.770786
2017	328	-592.799	0.562298
2228	328	-57.0214	0.860006
2946	328	44.0223	0.627793
1252	328	286.136	0.682179
1093	328	-208.115	0.749714
1017	328	-399.222	0.558223
1159	328	254.112	0.66684
1669	328	239.122	0.745389
123	328	-357.194	0.587547
1792	328	-168.122	0.573532
11	328	272.118	0.629027
1657	3280	-90.0117	0.615923
2632	3280	-250.062	0.601861
1487	3280	-104.027	0.668679
2767	3280	-120.022	0.741354
2381	3280	-0.000701904	0.886943
3280	3281	104.027	0.676934
1657	3281	14.0155	0.844929
1487	3281	0.000579834	0.984694
2767	3281	-15.9949	0.784154
3089	3284	116.026	0.669399
3258	3284	88.0155	0.579089
1811	3284	178.005	0.513191
1864	3284	102.01	0.616908
2024	3284	8.04013	0.797011
2921	3284	46.0203	0.672761
1761	3284	-17.9757	0.668868
120	3284	77.9738	0.616208
2714	3284	-31.991	0.795463
2476	3284	77.9739	0.630864
3160	3284	91.9901	0.566164
1933	3284	10.0202	0.671455
1342	3284	16.0097	0.823303
2270	3284	-164.068	0.687009
3098	3284	230.093	0.542131
2504	3284	194	0.564147
1942	3284	88.0154	0.586052
3091	3284	10.0558	0.840882
1859	3284	78.9768	0.589874
1739	3284	254.02	0.507638
1642	3284	96.0934	0.669199
2688	3284	56.0048	0.664007
3247	3284	-75.0575	0.647086
2602	3284	75.9948	0.647979
2393	3284	78.084	0.816159
2827	3284	78.0829	0.820084
1100	329	-38.0009	0.883705
1769	329	-326.062	0.624721
2153	329	-174.053	0.619713
1127	329	-309.997	0.711613
155	329	-152.011	0.893872
2449	329	-157.985	0.814505
1205	329	-294.002	0.679795
1117	329	-454.029	0.617246
310	329	-38.0005	0.7766
3150	329	-53.9931	0.845807
2799	329	98.0129	0.893718
218	329	-152.011	0.897013
2645	329	98.0124	0.817449
1181	329	-151.008	0.90747
2271	329	152.008	0.891581
1978	329	-157.986	0.672703
1220	329	152.008	0.893052
1707	329	-127.976	0.8168
2462	329	-141.99	0.824059
221	329	-152.011	0.880861
26	329	-304.022	0.756888
3090	329	-53.9955	0.905534
1034	329	-53.9954	0.818551
1526	329	-279.986	0.709509
1935	329	-141.99	0.822647
3212	329	152.004	0.895042
2840	329	97.0297	0.573624
3249	329	-157.984	0.655651
2354	329	114.009	0.882461
1283	329	-294.001	0.518635
2107	329	-279.985	0.70719
1397	329	-22.0051	0.519364
2667	329	-168.044	0.89003
1860	329	-10.9901	0.793255
2551	329	-248.045	0.627232
2812	329	418.073	0.661294
1749	329	-0.000183105	0.952601
284	329	-54.9778	0.791393
2061	3290	73.0279	0.561725
2029	3290	311.075	0.644416
2386	3290	517.651	0.625304
1990	3290	233.035	0.749313
2033	3290	150.059	0.557557
1628	3290	292.092	0.766558
1988	3290	291.018	0.517386
179	3290	78.0204	0.553405
2447	3290	123.034	0.624019
2013	3290	271.106	0.536695
117	3290	141.037	0.520351
1833	3290	139.01	0.587589
1853	3290	146.988	0.518698
1476	3290	302.07	0.645375
2355	3290	-68.0274	0.602297
1874	3290	60.0176	0.60424
2180	3290	81.0253	0.852328
2856	3290	314.062	0.602461
263	3290	12.9995	0.597097
1781	3290	86.0177	0.647368
1938	3290	303.08	0.673577
1936	3290	83.0305	0.566761
1793	3290	70.9834	0.549147
1686	3290	528.638	0.637119
2572	3290	270.058	0.585483
1854	3290	539.62	0.589788
2277	3290	302.07	0.544679
1296	3290	140.017	0.552363
1208	3290	238.057	0.684206
2801	3290	302.07	0.518094
275	3290	12.9989	0.583728
1640	3290	10.012	0.644593
2096	3290	-5.02155	0.635684
2802	3290	452.632	0.645486
1387	3290	283.039	0.566765
2501	3290	76.0054	0.623665
1801	3290	454.077	0.544348
1901	3290	292.092	0.692516
1388	3290	303.078	0.569276
286	3290	70.9843	0.570091
1421	3290	7.97797	0.5695
2635	3290	134.046	0.543166
1904	3290	70.0402	0.58336
1472	3290	157.03	0.780966
1756	3290	222.08	0.633077
2267	3290	260.076	0.540405
3067	3290	4.99054	0.598128
1349	3290	146.989	0.528918
2486	3290	464.12	0.565631
1347	3290	67.037	0.615751
2323	3290	517.652	0.644948
1230	3290	140.018	0.534235
1166	3290	302.069	0.523196
1477	3290	-5.02136	0.572872
2437	3290	75.0331	0.611994
1695	3290	276.068	0.529795
2959	3290	140.019	0.530133
1845	3290	139.01	0.587082
2952	3290	214.071	0.557937
178	3290	131.031	0.583143
1270	3290	140.019	0.54269
2028	3290	292.091	0.72272
2374	3290	139.009	0.629687
1598	3290	593.658	0.634073
1450	3290	157.03	0.776875
2052	3290	228.017	0.532656
1137	3290	86.0471	0.538669
2570	3290	87.9976	0.526416
1135	3290	604.646	0.611181
2844	3290	14.0086	0.577876
2472	3290	2.95636	0.596353
2047	3290	81.0246	0.866818
2322	3290	162.052	0.751197
2828	3290	238.059	0.687824
168	3290	-11.9928	0.567075
3065	3290	75.0338	0.568548
1906	3290	-5.02161	0.640621
2246	3290	91.0272	0.586801
1104	3290	230.077	0.605184
2800	3290	-0.000488281	0.851063
296	3290	228.079	0.682999
1180	3290	142.024	0.562253
1134	3290	89.0039	0.624225
2387	3290	517.651	0.636328
1632	3290	215.014	0.568513
1022	3290	70.9838	0.563156
2014	3290	-5.0213	0.605864
3217	3290	164.055	0.587618
1641	3290	94.0151	0.586248
1037	3290	455.633	0.534472
2729	3290	291.019	0.57683
1422	3290	7.97845	0.601004
1943	3290	225.037	0.672095
3072	3290	150.038	0.510424
2270	3292	-328.226	0.819343
2301	3292	-104.194	0.717544
167	3292	-92.1577	0.652958
1105	3292	114.859	0.60425
2504	3292	29.843	0.662195
2983	3292	103.879	0.625104
120	3292	-86.1837	0.820388
1238	3292	114.859	0.621433
3258	3292	-76.142	0.806501
288	3292	-44.1364	0.522819
1761	3292	-182.133	0.708321
2333	3292	-298.216	0.622488
3089	3292	-48.1315	0.822892
2328	3292	31.8574	0.548997
1720	3292	103.879	0.616867
280	3292	-86.1837	0.701772
3091	3292	-154.102	0.865208
1933	3292	-154.137	0.831085
1342	3292	-148.148	0.875157
2921	3292	-118.137	0.816189
1326	3292	90.8504	0.619597
2476	3292	-86.1836	0.761943
2214	3292	21.837	0.521661
1700	3292	-252.221	0.746743
1859	3292	-85.1808	0.739115
1351	3292	47.8513	0.612913
3093	3292	-298.216	0.637037
1372	3292	-76.1628	0.598116
3160	3292	-72.1674	0.596679
2393	3292	-86.0735	0.895499
1942	3292	-76.1422	0.779817
1811	3292	13.8477	0.600152
1864	3292	-62.1472	0.67797
1745	3292	-86.1835	0.722898
2827	3292	-86.0746	0.916913
3247	3292	-239.215	0.866404
2540	3292	-252.221	0.616248
1025	3292	89.8623	0.660221
1739	3292	89.8625	0.659272
1831	3292	17.8806	0.552545
2478	3292	-108.153	0.706633
2688	3292	-108.153	0.821356
1744	3292	181.853	0.53984
2860	3292	66.8299	0.614407
2024	3292	-156.117	0.940217
3140	3292	59.8531	0.578
2714	3292	-196.149	0.844701
2711	3292	35.8535	0.535722
1642	3292	-68.0641	0.87969
3284	3292	-164.158	0.762991
2602	3292	-88.1627	0.799679
2391	3292	-104.158	0.678364
2338	3292	-238.195	0.574643
2966	3292	-197.214	0.717867
3098	3292	65.9356	0.667952
1353	3292	-31.1314	0.526683
2945	3292	59.8529	0.629632
2951	3292	61.8329	0.505567
1831	3293	96.0227	0.709931
1859	3293	-7.03864	0.837944
3160	3293	5.9747	0.742435
2476	3293	-8.04147	0.717116
2756	3293	112.018	0.697767
2602	3293	-10.0206	0.737253
1521	3293	1.97968	0.700114
2391	3293	-26.0156	0.84631
2688	3293	-30.0107	0.760233
3292	3293	78.1421	0.659935
1342	3293	-70.0057	0.633823
3089	3293	30.0106	0.750342
3091	3293	-75.9596	0.61733
2504	3293	107.985	0.794716
2921	3293	-39.9951	0.8946
280	3293	-8.04163	0.745682
167	3293	-14.0155	0.749044
3284	3293	-86.0154	0.590982
2478	3293	-30.0108	0.527016
2844	3293	112.017	0.61432
120	3293	-8.0416	0.750279
2328	3293	110	0.56386
1864	3293	15.9949	0.854787
1243	3293	107.986	0.629204
2892	3293	1.98059	0.801073
1811	3293	91.9898	0.880014
3140	3293	137.995	0.615011
1933	3293	-75.9952	0.756316
3258	3293	2.00009	0.591788
3050	3294	168.517	0.609455
1406	3294	-119.544	0.628506
1695	3294	0.508972	0.888838
109	3294	-287.551	0.586772
2606	3294	-0.501099	0.935705
2247	3294	82.5411	0.605482
3062	3294	1.51465	0.963972
1200	3294	288.064	0.851383
2050	3294	0.511169	0.923622
1349	3294	-128.569	0.516884
1988	3294	15.4592	0.56398
2729	3294	15.4604	0.636565
1166	3294	26.5102	0.503658
1793	3294	-204.575	0.582992
2267	3294	-15.4833	0.784351
1147	3294	-0.499146	0.941572
2959	3294	-135.54	0.707345
3072	3294	-125.521	0.642713
178	3294	-144.528	0.895635
1104	3294	-45.4823	0.570642
2569	3294	-144.531	0.843502
1270	3294	-135.54	0.750873
2096	3294	-280.58	0.685581
1874	3294	-215.541	0.828372
1726	3294	19.5372	0.50718
2916	3294	1.51782	0.662281
2033	3294	-125.5	0.591671
1833	3294	-136.549	0.712015
1906	3294	-280.58	0.673633
1632	3294	-60.5444	0.628559
1846	3294	73.023	0.854048
1180	3294	-133.535	0.719618
196	3294	-135.54	0.682688
1587	3294	32.4622	0.543915
1124	3294	0.510681	0.95238
2374	3294	-136.55	0.719403
2953	3294	-210.539	0.592697
1327	3294	130.553	0.618621
2081	3294	217.055	0.802518
1853	3294	-128.57	0.544227
2058	3294	146.548	0.741038
1387	3294	7.48016	0.711563
2291	3294	-142.511	0.666447
2572	3294	-5.50037	0.567512
181	3294	292.608	0.582043
2014	3294	-280.58	0.678532
1756	3294	-53.4792	0.570327
3170	3294	152.521	0.777678
1311	3294	153.525	0.798407
2716	3294	16.5051	0.674888
1904	3294	-205.519	0.545895
3217	3294	-111.504	0.779449
1068	3294	-287.552	0.791275
2447	3294	-152.525	0.774091
2737	3294	130.553	0.593089
2168	3294	-15.4823	0.597764
2826	3294	-71.5101	0.687323
2724	3294	16.5059	0.617433
2506	3294	-71.5106	0.7215
2517	3294	19.5355	0.554609
1605	3294	-127.535	0.504546
1694	3294	292.607	0.578779
1661	3294	220.04	0.673825
2801	3294	26.5114	0.54582
2957	3294	130.552	0.560234
2635	3294	-141.513	0.776563
1022	3294	-204.575	0.610523
3055	3294	1.51416	0.963047
1964	3294	144.035	0.844269
1477	3294	-280.58	0.58328
2813	3294	-79.5064	0.630926
2967	3294	-0.502686	0.80521
3290	3294	-275.559	0.502736
1736	3294	146.548	0.809348
168	3294	-287.552	0.725349
2472	3294	-272.602	0.579873
1296	3294	-135.541	0.728253
1230	3294	-135.54	0.764236
3081	3294	-289.566	0.559731
1806	3294	152.522	0.747266
2560	3294	-61.4852	0.575941
1767	3294	146.547	0.80255
1376	3294	10.4952	0.593883
1732	3294	229.093	0.578714
1845	3294	-136.548	0.678989
1976	3294	16.4684	0.608898
286	3294	-204.575	0.602776
2952	3294	-61.4882	0.597446
1649	3295	42.0113	0.686355
2094	3295	-1.99249	0.829279
132	3295	-102.01	0.514546
3095	3295	42.0336	0.820603
2319	3295	12.022	0.810205
188	3295	-120.02	0.790684
1691	3295	814.73	0.652986
2095	3295	28.0173	0.834174
1750	3295	17.9749	0.732914
1280	3295	-119.017	0.90837
2955	3295	174.075	0.839316
1758	3295	-103.895	0.843387
3010	3295	-35.9618	0.804415
2598	3295	-148.015	0.500602
3003	3295	12.0228	0.830147
1522	3295	10.022	0.827909
2762	3295	17.9754	0.735186
1890	3295	17.9747	0.785117
3238	3297	158.073	0.908853
2378	33	-26.9897	0.618469
1597	33	-1585.86	0.571717
2104	33	15.9962	0.663391
2	33	-15.9939	0.5753
2105	33	45.028	0.534469
312	33	-59.0128	0.837111
12	33	15.1523	0.530315
1408	33	-176.039	0.645478
1320	33	-111.024	0.582261
107	33	-14.9888	0.507184
1385	33	-28	0.76336
158	33	-41.0055	0.585104
1204	33	-27.9978	0.795369
2896	33	-25.0166	0.660869
198	33	-88.0131	0.510323
1377	33	-222.046	0.559293
186	33	14.0123	0.734036
1453	33	15.0173	0.626272
2167	33	-41.0055	0.585104
14	330	-42.0107	0.969851
2411	330	502.391	0.634074
1067	330	-504.288	0.589928
2490	330	3.97473	0.744019
2127	330	-42.009	0.963791
1452	330	-41.0273	0.962366
264	330	43.9917	0.754459
2742	3301	-199.079	0.500627
2461	3301	-123.074	0.514469
2917	3301	-0.989502	0.527382
1231	3301	16.0111	0.738353
2777	3301	0.017334	0.541436
282	3301	-199.08	0.514325
1014	3301	159.535	0.651418
2935	3301	-13.9967	0.68812
1533	3301	-29.5107	0.729688
2700	3301	-15.9976	0.554963
2964	3301	0.499817	0.724277
1249	3301	376.601	0.624411
1534	3301	-15.0085	0.785454
1682	3301	-58.0248	0.636599
1601	3302	444.146	0.51631
1569	3302	80.0192	0.567401
2472	3302	5.96271	0.594603
1726	3302	298.102	0.55707
2096	3302	-2.0152	0.621618
296	3302	231.085	0.630835
1640	3302	13.0184	0.707157
2014	3302	-2.01495	0.656277
275	3302	16.0052	0.575636
1125	3302	314.108	0.502748
2513	3302	413.147	0.503394
1781	3302	89.024	0.613707
1904	3302	73.0466	0.602754
3067	3302	7.99689	0.785532
1450	3302	160.037	0.57237
1422	3302	10.9848	0.715828
139	3302	154.075	0.584156
1347	3302	70.0433	0.804349
1022	3302	73.9902	0.634007
263	3302	16.0058	0.583034
2800	3302	3.00586	0.615083
2028	3302	295.098	0.634619
251	3302	283.108	0.553762
1938	3302	306.086	0.581524
2052	3302	231.024	0.613285
1901	3302	295.099	0.60389
1421	3302	10.9843	0.711413
1936	3302	86.0369	0.574375
2180	3302	84.0317	0.626118
2501	3302	79.0118	0.596945
2374	3302	142.015	0.512049
1793	3302	73.9897	0.614595
2916	3302	280.083	0.577492
1905	3302	298.102	0.562383
2047	3302	84.0309	0.611079
2802	3302	455.638	0.560202
1628	3302	295.098	0.653415
2952	3302	217.077	0.578433
1370	3302	217.077	0.566816
2355	3302	-65.0211	0.674575
286	3302	73.9906	0.621726
291	3302	154.074	0.593125
2970	3302	-146.047	0.616133
1472	3302	160.037	0.602639
2322	3302	165.059	0.635111
1208	3302	241.063	0.563602
2437	3302	78.0395	0.629996
2953	3302	68.026	0.696132
1306	3302	147.057	0.583166
3065	3302	78.0402	0.718717
2291	3302	136.054	0.605483
179	3302	81.0268	0.557487
1134	3302	92.0103	0.553909
1137	3302	89.0535	0.535342
3273	3306	0.000549316	0.676802
3273	3307	-21.5019	0.540118
1305	3307	-8.49707	0.521466
2825	3308	19.9681	0.941543
2188	3308	178.175	0.778727
3121	3308	214.082	0.645901
108	331	-310.662	0.562441
1424	331	-178.592	0.515684
1673	331	62.5427	0.531072
1952	331	-29.0013	0.574371
1913	331	-13.0109	0.565884
248	331	-21.0032	0.804197
21	331	-219.115	0.511635
3191	331	-180.109	0.544171
145	331	-177.086	0.668716
242	331	-289.155	0.570111
22	331	-198.109	0.511591
1614	331	-160.596	0.593633
3037	331	-268.149	0.530914
1813	331	-148.082	0.506729
1685	331	135.076	0.764127
171	331	-29.0011	0.711476
2300	3310	-20.9814	0.574917
3176	3310	119.011	0.748532
1239	3310	28.0317	0.872109
3279	3310	201.101	0.731668
2446	3310	2.01593	0.962276
1542	3310	-21.9839	0.980377
1752	3311	-15.9953	0.915368
3011	3311	-14.0156	0.714921
1115	3311	-14.0155	0.893216
1381	3312	166.027	0.647202
1139	3312	114.047	0.535707
2123	3312	274.1	0.511501
1890	3312	134	0.586761
18	3312	-1.97931	0.570259
2939	3312	173.995	0.620045
2201	3312	19.9687	0.576308
1863	3312	169.965	0.522845
132	3312	14.0156	0.924263
1550	3312	14.0067	0.853162
1172	3312	171.98	0.570497
1043	3312	173.994	0.581177
1517	3312	82.0784	0.62959
3276	3312	188.083	0.633299
2598	3312	-31.9897	0.631186
1543	3312	144.116	0.549451
2173	3312	164.121	0.602337
1405	3312	171.98	0.565657
188	3312	-3.99509	0.518681
2424	3312	-0.000762939	0.911677
229	3312	-15.995	0.855675
2815	3312	166.017	0.617386
1750	3312	134	0.668412
25	3312	-15.9951	0.830607
3075	3314	-42.0104	0.549044
1269	3314	-30.0063	0.675185
3195	3314	160.057	0.599738
2157	3314	46.004	0.576394
2188	3321	86.184	0.565418
204	3321	350.318	0.516798
3121	3321	122.091	0.648555
3308	3321	-91.9911	0.626084
219	3327	490.367	0.651399
142	3327	485.351	0.67224
27	3327	504.346	0.66451
3241	3327	68.0618	0.787185
2571	3327	33.9828	0.632867
1032	3327	31.9677	0.625674
3214	3327	502.329	0.510749
1242	3327	166.136	0.555234
2235	3327	56.0623	0.66841
2863	3327	52.0311	0.589013
315	3327	501.346	0.51618
2060	3327	47.9636	0.64771
2169	333	30.0103	0.984186
1928	333	162.053	0.849437
3125	3331	-9.15527e-05	0.833298
2192	3332	2.01624	0.530197
1666	3333	0.987732	0.754972
1998	3333	75.9818	0.551666
1951	3333	76.0012	0.74539
2612	3333	-539.135	0.685268
1237	3333	-0.020874	0.682012
2266	3333	-152.039	0.811249
256	3333	152.998	0.572685
1011	3333	-152.049	0.642965
2768	3333	-11.005	0.635173
1443	3333	75.9847	0.628359
1844	3333	283.075	0.621303
1152	3333	-151.023	0.720742
1551	3333	-77.0511	0.554854
2702	3333	-76.0238	0.704386
2670	3333	-15.0053	0.558477
1807	3333	299.07	0.713098
2479	3333	306.048	0.715876
1556	3333	2.99408	0.696326
2758	3333	-152.067	0.500524
2012	3333	152.006	0.650608
1167	3333	305.045	0.700601
2092	3333	153.033	0.793654
2342	3333	-163.032	0.616296
1107	3333	147.024	0.574437
2698	3333	77.0057	0.721844
2811	3333	154.037	0.753561
1782	3333	228.029	0.785327
1458	3333	153.033	0.788871
3021	3333	0.501648	0.8715
3076	3333	-75.5236	0.743064
2137	3333	11.0092	0.671377
2361	3333	147.025	0.564207
2280	3333	-0.0223389	0.699073
2255	3333	-79.014	0.79521
2203	3333	25.0232	0.707102
2474	3333	0.98822	0.689358
297	3333	151.989	0.559278
1882	3333	-151.022	0.714583
2889	3333	-152.038	0.582731
2086	3333	-151.022	0.700798
1365	3333	1.99158	0.723527
1924	3333	-152.05	0.661498
2608	3333	137.041	0.675106
1518	3333	297.056	0.536263
1077	3333	304.024	0.636109
1075	3333	299.07	0.699507
2663	3333	228.526	0.778018
2738	3333	73.0148	0.851776
1086	3333	-167.018	0.629505
1235	3333	-151.023	0.718333
2136	3333	154.036	0.775797
1693	3333	-152.03	0.755316
2724	3333	121.045	0.634229
2850	3333	-0.0203247	0.68352
1473	3333	152.995	0.547786
1840	3333	228.013	0.755161
1428	3333	153.033	0.815251
262	3333	0.988525	0.694157
2388	3333	-591.133	0.61337
1097	3333	-79.0125	0.862327
2385	3333	-4.98743	0.692661
1294	3333	0.987549	0.54475
1560	3333	151.99	0.575397
2140	3333	-153.039	0.720624
2916	3333	106.057	0.530511
2204	3333	299.075	0.641158
1005	3333	-76.0433	0.552405
1859	3334	1.00217	0.668187
3247	3334	-153.032	0.575534
2976	3334	162.029	0.59345
1134	3334	195.053	0.603934
280	3334	-0.000823975	0.678766
2504	3334	116.026	0.609448
1372	3334	10.0201	0.652917
1933	3334	-67.9544	0.631855
2449	3334	158.037	0.559962
1935	3334	174.031	0.565464
1398	3334	-37.9449	0.771793
1978	3334	158.036	0.624128
155	3334	164.01	0.627162
1769	3334	-10.041	0.682938
3258	3334	10.0409	0.805529
1707	3334	188.046	0.563829
2860	3334	153.013	0.747312
3277	3334	-6.01166	0.688716
2344	3334	56.0619	0.77283
2393	3334	0.109406	0.511908
2478	3334	-21.97	0.698325
3197	3334	120.058	0.704808
3090	3334	262.026	0.569186
2641	3334	140.061	0.563548
3140	3334	146.036	0.565611
1942	3334	10.0407	0.820034
2892	3334	10.0214	0.538215
120	3334	-0.000793457	0.730656
1351	3334	134.034	0.744608
1238	3334	201.042	0.618175
3160	3334	14.0155	0.664848
2270	3334	-242.043	0.582649
2301	3334	-18.0116	0.723941
2714	3334	-109.966	0.516105
2024	3334	-69.9345	0.592696
2844	3334	120.058	0.645533
1700	3334	-166.038	0.558141
3249	3334	158.037	0.630601
1355	3334	56.0982	0.713825
1034	3334	262.026	0.655498
1442	3334	194.058	0.647023
2602	3334	-1.9798	0.657013
2476	3334	-0.000671387	0.805787
1025	3334	176.045	0.708166
2481	3334	-140.012	0.721045
1105	3334	201.042	0.600907
2827	3334	0.108276	0.553407
1744	3334	268.036	0.565102
310	3334	278.021	0.624218
2494	3334	171.105	0.653959
3089	3334	38.0514	0.604421
1326	3334	177.033	0.658494
308	3334	132.02	0.799548
2391	3334	-17.9748	0.559178
1243	3334	116.026	0.742502
2711	3334	122.036	0.69502
1781	3334	192.067	0.573304
2394	3334	56.0982	0.69521
2165	3334	118.042	0.615497
2120	3334	50.051	0.579121
1642	3334	18.1188	0.561297
129	3334	272.068	0.600921
3292	3334	86.1829	0.620123
2462	3334	174.032	0.571044
3131	3334	102.047	0.735092
2951	3334	148.016	0.600066
2688	3334	-21.9698	0.615431
2983	3334	190.062	0.709867
1811	3334	100.031	0.538176
2895	3334	109.006	0.589904
3098	3334	152.119	0.780898
218	3334	164.01	0.63099
26	3334	11.9993	0.650796
2930	3334	125.003	0.529485
221	3334	164.01	0.55418
2945	3334	146.036	0.709736
2972	3334	-72.0551	0.509442
1720	3334	190.062	0.705984
167	3334	-5.97473	0.681782
1521	3334	10.0205	0.617691
1739	3334	176.045	0.716087
288	3334	42.0465	0.77735
1745	3334	-0.000610352	0.75405
1353	3334	55.0515	0.511323
2571	3335	-27.9949	0.655114
2060	3335	-14.0142	0.73043
1032	3335	-30.01	0.682446
1349	334	-145.038	0.626417
1166	334	10.0419	0.856579
1736	334	130.08	0.553323
1124	334	-15.9576	0.544076
1833	334	-153.017	0.664995
2565	334	-365.075	0.52429
2250	334	6.98938	0.584732
2033	334	-141.968	0.685397
1806	334	136.054	0.745456
1793	334	-221.044	0.594162
2267	334	-31.9516	0.669438
2251	334	282.089	0.585471
2050	334	-15.9571	0.544938
2168	334	-31.9506	0.66842
2729	334	-1.00787	0.721597
2582	334	143.021	0.555659
2058	334	130.08	0.542163
1829	334	15.9952	0.907009
2737	334	114.085	0.64281
2635	334	-157.981	0.702866
2970	334	-441.08	0.582208
2679	334	-281.073	0.536733
2014	334	-297.048	0.651154
1695	334	-15.9593	0.567931
1022	334	-221.043	0.669272
3072	334	-141.989	0.647095
1311	334	137.057	0.670988
196	334	-152.008	0.776032
2226	334	-281.072	0.573237
2572	334	-21.9686	0.876275
2773	334	-168.004	0.663976
2472	334	-289.071	0.780469
2683	334	-5.95233	0.645146
1801	334	162.05	0.645282
1846	334	56.5547	0.553396
1976	334	0.00012207	0.858623
3055	334	-14.9541	0.561979
1472	334	-134.997	0.535968
2374	334	-153.018	0.693493
1387	334	-8.9881	0.680927
1853	334	-145.039	0.632617
3170	334	136.052	0.702036
1845	334	-153.017	0.64775
2096	334	-297.049	0.630639
1587	334	15.9939	0.811466
2081	334	200.587	0.515325
2061	334	-218.999	0.505263
3050	334	152.048	0.550203
2047	334	-211.003	0.500025
1270	334	-152.008	0.843447
2801	334	10.0432	0.833386
2507	334	143.52	0.551694
2638	334	10.0224	0.626893
1104	334	-61.9506	0.538474
1296	334	-152.01	0.833725
1595	334	-1.94073	0.63835
3217	334	-127.972	0.726421
1230	334	-152.009	0.850282
1990	334	-58.9922	0.508913
1063	334	-5.95221	0.652255
2244	334	-27.9401	0.629553
2716	334	0.0368042	0.513563
3062	334	-14.9536	0.5611
286	334	-221.043	0.636245
1767	334	130.079	0.551909
2895	334	-289.07	0.565372
1406	334	-136.013	0.709465
1632	334	-77.0126	0.589603
1068	334	-304.02	0.610095
1874	334	-232.009	0.530486
2606	334	-16.9694	0.536237
2371	334	15.9948	0.810809
1180	334	-150.003	0.587774
2797	334	-213.045	0.607621
2447	334	-168.993	0.633247
2726	334	98.0916	0.533336
2569	334	-160.999	0.535894
1106	334	-5.95282	0.670946
2637	334	-136.014	0.625378
1477	334	-297.048	0.558748
2959	334	-152.009	0.830611
2412	334	-5.97272	0.806645
1147	334	-16.9674	0.54726
1376	334	-5.97308	0.908535
2967	334	-16.9709	0.552228
2800	334	-292.028	0.526707
2725	334	288.058	0.744243
2859	334	-357.077	0.56627
1906	334	-297.049	0.582272
3294	334	-16.4683	0.578212
1988	334	-1.00909	0.662718
178	334	-160.997	0.55685
218	3340	-10.0204	0.718645
1707	3340	14.015	0.739353
1749	3340	141.991	0.552867
26	3340	-162.031	0.671692
2074	3340	-80.0118	0.550207
1769	3340	-184.072	0.520353
1205	3340	-152.011	0.600071
155	3340	-10.0201	0.733891
1127	3340	-168.006	0.645312
221	3340	-10.0204	0.690664
2462	3340	0.00140381	0.698027
2120	3340	-123.98	0.593592
3249	3340	-15.9936	0.710518
1521	3340	-164.01	0.509505
2491	3340	-258.065	0.52181
1398	3340	-211.975	0.607719
1935	3340	0.000488281	0.754144
1181	3340	-9.01697	0.666058
1526	3340	-137.995	0.621301
2761	3340	-168.006	0.651599
2449	3340	-15.994	0.806179
3277	3340	-180.042	0.697957
1978	3340	-15.995	0.741669
2107	3340	-137.994	0.636604
1283	3340	-152.01	0.809581
329	3340	141.991	0.584464
1459	3340	-148.017	0.651108
155	3341	-129.969	0.749401
2354	3341	136.051	0.889995
329	3341	22.0425	0.934112
218	3341	-129.969	0.594109
2153	3341	-152.01	0.634067
26	3341	-281.98	0.619367
3090	3341	-31.9531	0.914907
284	3341	-32.9354	0.780803
2667	3341	-146.001	0.837396
2930	3341	-168.976	0.627393
3212	3341	174.047	0.853159
2799	3341	120.055	0.810507
221	3341	-129.969	0.816353
3150	3341	-31.9506	0.772958
1100	3341	-15.9584	0.901252
