cluster index	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)	G1	G2	G3	G4	G5	G6	AllFiles	AllGroups	DefaultGroups	RTMean	RTStdErr	ProteoSAFeClusterLink	UniqueFileSourcesCount	EvenOdd	LibraryID	NumberOrganismIDs	AllOrganisms	componentindex
346	1	869.206	1	869.206	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:4258###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=346	1	1	Di_Catechin_Type_B_Coumarate_Coumarate	1	PRIVATE-USER;	2
347	1	723.172	1	723.172	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2859###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=347	1	1	Di_Catechin_Type_B_Coumarate	1	PRIVATE-USER;	2
340	1	827.483	1	827.483	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1668###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=340	1	0	N/A	0	N/A	1
341	1	785.469	1	785.469	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1333###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=341	1	0	tubeimoside_IV	1	null;	-1
342	1	839.479	1	839.479	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1071###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=342	1	0	N/A	0	N/A	1
343	1	991.544	1	991.544	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1525###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=343	1	0	N/A	0	N/A	1
810	1	1125.3	1	1125.3	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2486###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=810	1	1	N/A	0	N/A	2
811	1	1255.32	1	1255.32	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:3190###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=811	1	1	N/A	0	N/A	2
812	1	835.202	1	835.202	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:5047###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=812	1	1	N/A	0	N/A	2
813	1	1253.35	1	1253.35	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:3285###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=813	1	1	N/A	0	N/A	-1
348	1	707.175	1	707.175	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1872###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=348	1	1	Di_Catechin_Type_B_Cinnamate	1	PRIVATE-USER;	2
349	1	794.469	1	794.469	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1225###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=349	1	1	N/A	0	N/A	1
816	1	1271.34	1	1271.34	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:4984###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=816	1	1	N/A	0	N/A	2
817	1	1141.3	1	1141.3	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:4981###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=817	1	1	N/A	0	N/A	2
595	1	1094.47	1	1094.47	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1688###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=595	1	0	N/A	0	N/A	1
1149	1	639.17	1	639.17	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:3606###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=1149	1	1	N/A	0	N/A	2
719	1	1426.69	1	1426.69	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:942###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=719	1	0	N/A	0	N/A	1
718	1	725.828	1	725.828	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2726###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=718	1	0	N/A	0	N/A	1
717	1	1264.64	1	1264.64	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:200###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=717	1	1	N/A	0	N/A	1
716	1	924.53	1	924.53	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2720###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=716	1	1	N/A	0	N/A	1
715	1	644.803	1	644.803	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2631###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=715	1	1	N/A	0	N/A	1
714	1	996.517	1	996.517	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:4868###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=714	1	1	N/A	0	N/A	1
713	1	1012.51	1	1012.51	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:3195###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=713	1	1	N/A	0	N/A	1
712	1	1188.58	1	1188.58	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:3821###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=712	1	0	N/A	0	N/A	1
711	1	1306.61	1	1306.61	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2666###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=711	1	0	N/A	0	N/A	1
710	1	850.458	1	850.458	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2996###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=710	1	1	N/A	0	N/A	1
915	1	834.872	1	834.872	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2448###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=915	1	1	N/A	0	N/A	-1
1267	1	1918.86	1	1918.86	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:49###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=1267	1	0	N/A	0	N/A	1
1265	1	1682.8	1	1682.8	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:66###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=1265	1	0	N/A	0	N/A	1
914	1	856.471	1	856.471	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:3831###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=914	1	1	N/A	0	N/A	1
606	1	1092.49	1	1092.49	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:848###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=606	1	0	N/A	0	N/A	1
1264	1	901.195	1	901.195	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2734###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=1264	1	1	Di_Gallocatechin_Type_B_Coumarate_Coumarate	1	PRIVATE-USER;	2
917	1	907.877	1	907.877	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1707###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=917	1	0	N/A	0	N/A	-1
594	1	1143.51	1	1143.51	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:217###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=594	1	1	N/A	0	N/A	1
736	1	1616.72	1	1616.72	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1796###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=736	1	0	N/A	0	N/A	1
916	1	611.283	1	611.283	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:3996###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=916	1	1	N/A	0	N/A	-1
1182	1	607.072	1	607.072	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:3490###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=1182	1	1	N/A	0	N/A	2
1061	1	911.918	1	911.918	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1068###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=1061	1	0	N/A	0	N/A	1
911	1	1099.01	1	1099.01	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1820###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=911	1	1	N/A	0	N/A	-1
1063	1	1106.02	1	1106.02	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:4989###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=1063	1	0	N/A	0	N/A	1
1062	1	964.93	1	964.93	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2138###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=1062	1	1	N/A	0	N/A	1
1065	1	1014.45	1	1014.45	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:4074###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=1065	1	0	N/A	0	N/A	1
1064	1	911.919	1	911.919	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:4102###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=1064	1	0	N/A	0	N/A	1
619	1	1090.51	1	1090.51	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1303###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=619	1	0	N/A	0	N/A	1
910	1	1097.5	1	1097.5	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1272###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=910	1	1	N/A	0	N/A	-1
913	1	825.484	1	825.484	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:3037###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=913	1	0	N/A	0	N/A	1
298	1	825.463	1	825.463	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1839###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=298	1	0	N/A	0	N/A	-1
299	1	1087.57	1	1087.57	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1578###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=299	1	0	N/A	0	N/A	1
296	1	970.536	1	970.536	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:999###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=296	1	1	N/A	0	N/A	1
297	1	970.538	1	970.538	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:616###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=297	1	1	N/A	0	N/A	1
294	1	809.487	1	809.487	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1970###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=294	1	0	N/A	0	N/A	-1
295	1	825.463	1	825.463	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1764###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=295	1	0	N/A	0	N/A	1
292	1	954.54	1	954.54	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1134###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=292	1	1	N/A	0	N/A	1
293	1	1172.59	1	1172.59	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:267###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=293	1	1	N/A	0	N/A	1
290	1	1283.59	1	1283.59	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2132###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=290	1	1	N/A	0	N/A	-1
291	1	824.481	1	824.481	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:7###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=291	1	1	N/A	0	N/A	1
591	1	1063.48	1	1063.48	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:21###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=591	1	1	N/A	0	N/A	1
590	1	1119.51	1	1119.51	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1720###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=590	1	1	N/A	0	N/A	-1
593	1	1154.53	1	1154.53	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:341###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=593	1	0	N/A	0	N/A	1
592	1	1269.59	1	1269.59	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:705###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=592	1	1	N/A	0	N/A	1
199	1	1012.75	1	1012.75	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1878###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=199	1	1	N/A	0	N/A	2
198	1	805.215	1	805.215	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:79###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=198	1	1	N/A	0	N/A	2
597	1	1073.47	1	1073.47	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:597###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=597	1	1	N/A	0	N/A	1
596	1	1044.48	1	1044.48	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:3231###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=596	1	0	N/A	0	N/A	-1
195	1	1095.79	1	1095.79	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:4636###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=195	1	0	N/A	0	N/A	2
194	1	1161.32	1	1161.32	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1771###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=194	1	1	N/A	0	N/A	2
197	1	757.213	1	757.213	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:4009###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=197	1	1	N/A	0	N/A	2
196	1	870.233	1	870.233	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2254###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=196	1	0	N/A	0	N/A	2
191	1	1175.3	1	1175.3	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:3582###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=191	1	1	N/A	0	N/A	2
190	1	1159.31	1	1159.31	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1392###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=190	1	1	N/A	0	N/A	3
193	1	1093.78	1	1093.78	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1905###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=193	1	0	N/A	0	N/A	2
192	1	805.215	1	805.215	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2777###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=192	1	1	N/A	0	N/A	-1
270	1	1702.82	1	1702.82	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2701###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=270	1	0	N/A	0	N/A	1
271	1	1728.84	1	1728.84	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2140###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=271	1	0	N/A	0	N/A	1
272	1	1588.75	1	1588.75	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2466###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=272	1	0	N/A	0	N/A	1
273	1	1829.89	1	1829.89	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:58###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=273	1	1	N/A	0	N/A	1
