#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags
104	M-H	138798	0	N-ACETYL-D-TRYPTOPHAN	Commercial standard	Prasad	246.1	N/A	N/A	Q-Exactive Plus	Negative	LC-ESI	245.093	lib-00012.mgf	Gold	1	0.873064	1.36966	0.000335693	GNPS-EMBL-MCF	Alexandrov Theodore	245.093	439917	0	11	O=C([C@@H](Cc1c[nH]c2c1cccc2)NC(C)=O)O	1	245.093	spectra/specs_ms.pklbin	CCMSLIB00000578154	2.54852e+06	UPDATE-SINGLE-ANNOTATED-GOLD	 
1042	M-H	n/a	1	NCGC00180410-02!3-[(2S,3R,4S,5S,6R)-6-[[(2R,3R,4R,5R,6S)-3-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-4,5-dihydroxy-6-methyloxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one	isolated	lfnothias	742.196	InChI=1S/C32H38O20/c1-10-19(38)23(42)27(52-31-28(44)32(45,8-33)9-47-31)30(48-10)46-7-17-20(39)22(41)24(43)29(50-17)51-26-21(40)18-15(37)5-12(34)6-16(18)49-25(26)11-2-3-13(35)14(36)4-11/h2-6,10,17,19-20,22-24,27-31,33-39,41-45H,7-9H2,1H3/t10-,17+,19-,20+,22-,23+,24+,27+,28-,29-,30+,31-,32+/m0/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	741.189	lib-00017.mgf	Gold	1	0.907378	2.05869	0.00152588	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	741.189	n/a	0	10	C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=C(C3=O)C(O)=CC(O)=C4)C5=CC(O)=C(O)C=C5)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O[C@@H]6OC[C@](O)(CO)[C@H]6O)[C@H](O)[C@H]1O	1	741.188	spectra/specs_ms.pklbin	CCMSLIB00000845494	217161	UPDATE-SINGLE-ANNOTATED-GOLD	 
1045	M-H	N/A	-1	Di_Catechin_Type_B_Gallate	Other	GCYounkin	730.153	N/A	N/A	qTof	Negative	LC-ESI	729.146	lib-00027.mgf	Bronze	3	0.470286	1.0882	0.000793457	PRIVATE-USER	TAKursar	729.146	N/A	0	9	c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)O)O)O)CC(C(O2)c1ccc(c(c1)O)O)O	1	729.145	spectra/specs_ms.pklbin	CCMSLIB00001056705	174971	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1056	M-H	N/A	-1	"1-O-(E)-caffeoyl-4,6-di-O-galloyl-beta-D-glucopyranose|1-O-(E)-Caffeoyl-4,6-di-O-galloyl-?-D-glucopyranose|1-O-[(E)-caffeoyl]-4,6-di-O-galloyl-beta-D-glucopyranose"	Other	GCYounkin	646.117	N/A	N/A	qTof	Negative	LC-ESI	645.11	lib-00026.mgf	Bronze	3	0.626489	5.20366	0.00335693	PRIVATE-USER	TAKursar	645.11	N/A	0	9	C1([H])(OC(=O)c2c([H])c(O[H])c(O[H])c(O[H])c2[H])C([H])(O[H])C([H])(O[H])C([H])(OC(=O)C([H])=C([H])c3c([H])c([H])c(O[H])c(O[H])c3[H])OC1([H])C([H])([H])OC(=O)c4c([H])c(O[H])c(O[H])c(O[H])c4[H]	1	645.106	spectra/specs_ms.pklbin	CCMSLIB00002020913	215008	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1071	M-H	21637252	1	Spectral Match to Isoquercitin from NIST14	Isolated	Data deposited by rsilva	0.0	N/A	N/A	Q-TOF	Negative	ESI	463.091	lib-00024.mgf	Bronze	3	0.650694	8.69877	0.00402832	GNPS-NIST14-MATCHES	Data from Sambles	463.091	N/A	0	6	N/A	1	463.087	spectra/specs_ms.pklbin	CCMSLIB00003134899	114243	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1078	M-H	n/a	1	NCGC00384752-01!5,7-dihydroxy-2-(4-hydroxyphenyl)-6,8-bis[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-2,3-dihydrochromen-4-one	isolated	lfnothias	596.174	InChI=1S/C27H32O15/c28-6-12-17(32)21(36)23(38)26(41-12)15-19(34)14-10(31)5-11(8-1-3-9(30)4-2-8)40-25(14)16(20(15)35)27-24(39)22(37)18(33)13(7-29)42-27/h1-4,11-13,17-18,21-24,26-30,32-39H,5-7H2	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	595.167	lib-00017.mgf	Gold	1	0.658794	1.02551	0.000610352	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	595.167	n/a	0	10	OCC1OC(C(O)C(O)C1O)C2=C(O)C(C3OC(CO)C(O)C(O)C3O)=C4OC(CC(=O)C4=C2O)C5=CC=C(O)C=C5	1	595.166	spectra/specs_ms.pklbin	CCMSLIB00000846714	14290.7	UPDATE-SINGLE-ANNOTATED-GOLD	 
1081	M-H	N/A	-1	Catechin_Epicatechin_Coumarate	Other	GCYounkin	436.116	N/A	N/A	qTof	Negative	LC-ESI	435.109	lib-00027.mgf	Bronze	3	0.601934	3.29648	0.00143433	PRIVATE-USER	TAKursar	435.109	N/A	0	6	c12c(c(cc(c1)O)O)CC(C(O2)c1ccc(c(c1)O)O)OC(=O)/C=C/c1ccc(cc1)O	1	435.107	spectra/specs_ms.pklbin	CCMSLIB00001057371	653528	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1098	[M-H]-	N/A	1	MoNA:2871079 (+/-)-Catechin	isolated	MoNA	0.0	InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2	N/A	LC-ESI-QTOF	 	LC-ESI-QTOF	289.072	lib-00023.mgf	Bronze	3	0.759041	2.85041	0.000823975	MONA	MoNA	289.072	N/A	0	10	N/A	1	289.071	spectra/specs_ms.pklbin	CCMSLIB00000569339	16258	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1099	M-H	N/A	-1	kandelin_A-1|Kandelin_A1	Other	GCYounkin	740.174	N/A	N/A	qTof	Negative	LC-ESI	739.167	lib-00026.mgf	Bronze	3	0.314122	2.55976	0.00189209	PRIVATE-USER	TAKursar	739.167	N/A	0	7	c12c(OC([H])(c3c([H])c([H])c(O[H])c(O[H])c3[H])C([H])(O[H])C1([H])c4c(O[H])c([H])c(O[H])c(C([H])([H])C([H])(O[H])C([H])(c5c([H])c([H])c(O[H])c(O[H])c5[H])O6)c46)c7c(OC(=O)C([H])([H])C7([H])c8c([H])c([H])c(O[H])c(O[H])c8[H])c([H])c2O[H]	1	739.165	spectra/specs_ms.pklbin	CCMSLIB00001813382	25523.4	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1104	M-H	N/A	-1	name_unknown	Other	GCYounkin	616.106	N/A	N/A	qTof	Negative	LC-ESI	615.099	lib-00026.mgf	Bronze	3	0.536134	1.98456	0.0012207	PRIVATE-USER	TAKursar	615.099	N/A	0	6	C1(c2c([H])c([H])c(O[H])c(O[H])c2[H])=C(OC3([H])OC([H])(C([H])([H])O[H])C([H])(OC(=O)c4c([H])c(O[H])c(O[H])c(O[H])c4[H])C([H])(O[H])C3([H])O[H])C(=O)c(c(O[H])c([H])c(O[H])c5[H])c5O1	1	615.098	spectra/specs_ms.pklbin	CCMSLIB00002006126	2.68883e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1105	M-H	N/A	-1	"2alpha,3alpha-epoxy-5,7,3',4'-tetrahydroxyflavan-(4beta?8)-epicatechin"	Other	GCYounkin	576.127	N/A	N/A	qTof	Negative	LC-ESI	575.12	lib-00025.mgf	Bronze	3	0.316568	0.424504	0.000244141	null	TAKursar	575.12	N/A	0	7	[C@]12(c3c([H])c([H])c(O[H])c(O[H])c3[H])[C@]([H])([C@@]([H])(c(c(O[H])c([H])c(O[H])c4[H])c4O1)c5c(O[H])c([H])c(O[H])c(C([H])([H])[C@]([H])(O[H])[C@]([H])(c6c([H])c([H])c(O[H])c(O[H])c6[H])O7)c57)O2	1	575.119	spectra/specs_ms.pklbin	CCMSLIB00001201224	163681	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1109	M-H	N/A	-1	Catechin_Gallate_Gallate_Gallate	Other	GCYounkin	746.112	N/A	N/A	qTof	Negative	LC-ESI	745.105	lib-00027.mgf	Bronze	3	0.588415	1.31064	0.000976562	PRIVATE-USER	TAKursar	745.105	N/A	0	6	c12c(c(cc(c1)O)O)CC(C(O2)c1ccc(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)O	1	745.104	spectra/specs_ms.pklbin	CCMSLIB00001055698	1.23211e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1112	M-H	153-18-4	-1	Rutin	Commercial	Denise Silva	610.153	InChI=1S/C27H30O16/c1-8-17(32)20(35)22(37)26(40-8)39-7-15-18(33)21(36)23(38)27(42-15)43-25-19(34)16-13(31)5-10(28)6-14(16)41-24(25)9-2-3-11(29)12(30)4-9/h2-6,8,15,17-18,20-23,26-33,35-38H,7H2,1H3/t8-,15+,17-,18 ,20 ,21-,22 ,23 ,26 ,27-/m1/s1	 	qTof	Negative	DI-ESI	609.134	lib-00010.mgf	Bronze	3	0.943536	19.539	0.0119019	GNPS-LIBRARY	Norberto Lopes	609.134	 	0	8	O=C1C2=C(C=C(C=C2OC(C3=CC=C(C(O)=C3)O)=C1O[C@@H]4[C@@H](O)[C@H](O)[C@@H](O)[C@H](CO[C@H]5O[C@H](C)[C@@H](O)[C@H](O)[C@@H]5O)O4)O)O	1	609.146	spectra/specs_ms.pklbin	CCMSLIB00000077235	1.10433e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1116	M-H	N/A	-1	Gallocatechin_Gallate_Gallate_Gallate	Other	GCYounkin	762.107	N/A	N/A	qTof	Negative	LC-ESI	761.1	lib-00027.mgf	Bronze	3	0.626198	1.2029	0.000915527	PRIVATE-USER	TAKursar	761.1	N/A	0	6	c12c(c(cc(c1)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)O	1	761.099	spectra/specs_ms.pklbin	CCMSLIB00001057969	3.62723e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1132	M-H	n/a	1	NCGC00168909-02!(2R,3R)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-2,3-dihydrochromen-4-one	isolated	lfnothias	450.116	InChI=1S/C21H22O11/c1-7-15(26)17(28)18(29)21(30-7)32-20-16(27)14-12(25)5-9(22)6-13(14)31-19(20)8-2-3-10(23)11(24)4-8/h2-7,15,17-26,28-29H,1H3/t7-,15-,17+,18+,19+,20-,21-/m0/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	449.109	lib-00017.mgf	Gold	1	0.701687	16.1724	0.00726318	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	449.109	n/a	0	8	C[C@@H]1O[C@@H](O[C@@H]2[C@H](OC3=C(C2=O)C(O)=CC(O)=C3)C4=CC(O)=C(O)C=C4)[C@H](O)[C@H](O)[C@H]1O	1	449.102	spectra/specs_ms.pklbin	CCMSLIB00000845955	10499.5	UPDATE-SINGLE-ANNOTATED-GOLD	 
1133	M-H	n/a	1	NCGC00384654-01![(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-[[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxymethyl]-2-(3,4,5-trihydroxybenzoyl)oxyoxan-3-yl] 3,4,5-trihydroxybenzoate	isolated	lfnothias	630.122	InChI=1S/C29H26O16/c30-15-4-1-12(2-5-15)3-6-21(35)42-11-20-24(38)25(39)26(44-27(40)13-7-16(31)22(36)17(32)8-13)29(43-20)45-28(41)14-9-18(33)23(37)19(34)10-14/h1-10,20,24-26,29-34,36-39H,11H2/b6-3+/t20-,24-,25+,26-,29+/m1/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	629.115	lib-00017.mgf	Gold	1	0.623872	1.94035	0.0012207	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	629.115	n/a	0	10	O[C@@H]1[C@@H](COC(=O)\C=C\C2=CC=C(O)C=C2)O[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](OC(=O)C4=CC(O)=C(O)C(O)=C4)[C@H]1O	1	629.114	spectra/specs_ms.pklbin	CCMSLIB00000846206	391572	UPDATE-SINGLE-ANNOTATED-GOLD	 
1136	M-H	39156495	1	Spectral Match to Benzenesulfonic acid, 4-undecyl- from NIST14	Isolated	Data deposited by mjmeehan	0.0	N/A	N/A	QqQ	Negative	ESI	311.158	lib-00024.mgf	Bronze	3	0.763319	37.6617	0.0117188	GNPS-NIST14-MATCHES	Data from Kimberly Prather	311.158	N/A	0	7	N/A	1	311.17	spectra/specs_ms.pklbin	CCMSLIB00003134935	765598	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1139	M-H	N/A	-1	Catechin_Gallate_Gallate_Gallate	Other	GCYounkin	746.112	N/A	N/A	qTof	Negative	LC-ESI	745.105	lib-00027.mgf	Bronze	3	0.307312	1.96596	0.00146484	PRIVATE-USER	TAKursar	745.105	N/A	0	7	c12c(c(cc(c1)O)O)CC(C(O2)c1ccc(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)O	1	745.106	spectra/specs_ms.pklbin	CCMSLIB00001055700	865375	UPDATE-SINGLE-ANNOTATED-BRONZE	 
114	M-H	N/A	-1	Gallic_acid-3-O-(6'-O-galloyl)glucoside	Other	GCYounkin	484.085	N/A	N/A	qTof	Negative	LC-ESI	483.078	lib-00026.mgf	Bronze	3	0.77476	2.33741	0.00112915	PRIVATE-USER	TAKursar	483.078	N/A	0	8	O(C([H])([H])C([H])(C1([H])O[H])OC([H])(Oc2c(O[H])c(O[H])c([H])c([H])c2C(O[H])=O)C([H])(O[H])C1([H])O[H])C(=O)c3c([H])c(O[H])c(O[H])c(O[H])c3[H]	1	483.077	spectra/specs_ms.pklbin	CCMSLIB00002012688	2.52824e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1142	M-H	140603	1	Spectral Match to Decylbenzenesulfonic acid from NIST14	Isolated	Data deposited by mjmeehan	0.0	N/A	N/A	QqQ	Negative	ESI	297.141	lib-00024.mgf	Bronze	3	0.924515	36.6653	0.0108948	GNPS-NIST14-MATCHES	Data from Kimberly Prather	297.141	N/A	0	6	N/A	1	297.152	spectra/specs_ms.pklbin	CCMSLIB00003139509	168908	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1174	M-H	N/A	-1	Boschnaside	Other	GCYounkin	330.168	N/A	N/A	qTof	Negative	LC-ESI	329.161	lib-00026.mgf	Bronze	3	0.406428	3.89396	0.00128174	PRIVATE-USER	TAKursar	329.161	N/A	0	6	C1([H])(OC2([H])OC([H])=C(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])C3([H])C([H])([H])[H])C23[H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C1([H])O[H]	1	329.159	spectra/specs_ms.pklbin	CCMSLIB00001781658	66678.9	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1175	M-H	N/A	-1	jasminoid_C	Other	GCYounkin	362.194	N/A	N/A	qTof	Negative	LC-ESI	361.187	lib-00025.mgf	Bronze	3	0.40456	4.73158	0.00170898	null	TAKursar	361.187	N/A	0	7	[C@@]12([H])[C@]([H])([C@]([H])(C([H])([H])[H])C([H])([H])C1([H])[H])[C@]([H])(OC([H])([H])[H])OC([H])([H])[C@]2([H])C([H])([H])O[C@]3([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]3([H])O[H]	1	361.185	spectra/specs_ms.pklbin	CCMSLIB00001498013	92359.5	UPDATE-SINGLE-ANNOTATED-BRONZE	 
120	M-H	N/A	-1	Afzelechin_Catechin_Type_B_Hexose	Other	GCYounkin	724.2	N/A	N/A	qTof	Negative	LC-ESI	723.193	lib-00027.mgf	Bronze	3	0.305336	1.51914	0.00109863	PRIVATE-USER	TAKursar	723.193	N/A	0	7	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(cc1)O)O)O)c1c2c(c(cc1O)OC1C(O)OC(C(C1O)O)CO)CC(C(O2)c1ccc(cc1)O)O	1	723.192	spectra/specs_ms.pklbin	CCMSLIB00001056353	225888	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1218	M-H	n/a	1	NCGC00385638-01!2,2'-bis(3,4-dihydroxyphenyl)-3',4,5',6-tetrahydroxyspiro[2H-1-benzofuran-3,9'-3,4-dihydro-2H-furo[2,3-h]chromene]-8'-one	isolated	lfnothias	574.111	InChI=1S/C30H22O12/c31-13-7-20(37)24-22(8-13)40-28(12-2-4-16(33)19(36)6-12)30(24)25-23(41-29(30)39)10-17(34)14-9-21(38)26(42-27(14)25)11-1-3-15(32)18(35)5-11/h1-8,10,21,26,28,31-38H,9H2	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	573.104	lib-00017.mgf	Gold	1	0.299293	2.23648	0.00128174	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	573.104	n/a	0	6	OC1CC2=C(O)C=C3OC(=O)C4(C(OC5=C4C(O)=CC(O)=C5)C6=CC=C(O)C(O)=C6)C3=C2OC1C7=CC=C(O)C(O)=C7	1	573.103	spectra/specs_ms.pklbin	CCMSLIB00000847235	18260.5	UPDATE-SINGLE-ANNOTATED-GOLD	 
1220	M+Cl	n/a	1	NCGC00169402-02!2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one	isolated	lfnothias	448.101	InChI=1S/C21H20O11/c22-6-14-17(27)19(29)20(30)21(32-14)16-11(26)5-13-15(18(16)28)10(25)4-12(31-13)7-1-2-8(23)9(24)3-7/h1-5,14,17,19-24,26-30H,6H2	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	483.07	lib-00017.mgf	Gold	1	0.762057	15.9199	0.00769043	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	483.07	n/a	0	7	OCC1OC(C(O)C(O)C1O)C2=C(O)C3=C(OC(=CC3=O)C4=CC(O)=C(O)C=C4)C=C2O	1	483.078	spectra/specs_ms.pklbin	CCMSLIB00000845354	512580	UPDATE-SINGLE-ANNOTATED-GOLD	 
