#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags
1075	M-H	N/A	-1	Quercitin_Gallate_Gallate_Coumarate	Other	GCYounkin	752.101	N/A	N/A	qTof	Negative	LC-ESI	751.094	lib-00027.mgf	Bronze	3	0.407567	26.0037	0.0195312	PRIVATE-USER	TAKursar	751.094	N/A	0	6	c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(cc1)O)O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)Oc1ccc(cc1)/C=C/C(=O)O	1	751.114	spectra/specs_ms.pklbin	CCMSLIB00001055882	556657	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1077	M-H	N/A	-1	Di_Hydro_Kaempferol_Hexose_Gallate	Other	GCYounkin	602.127	N/A	N/A	qTof	Negative	LC-ESI	601.12	lib-00027.mgf	Bronze	3	0.545785	0.609214	0.000366211	PRIVATE-USER	TAKursar	601.12	N/A	0	7	c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1ccc(cc1)O)OC1OC(C(C(C1O)O)OC(=O)c1cc(c(c(c1)O)O)O)CO	1	601.12	spectra/specs_ms.pklbin	CCMSLIB00001057491	870941	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1089	M-H	n/a	1	NCGC00169650-03!5,7-dihydroxy-2-(4-hydroxyphenyl)-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-6-(3,4,5-trihydroxyoxan-2-yl)chromen-4-one	isolated	lfnothias	564.148	InChI=1S/C26H28O14/c27-6-13-18(32)21(35)23(37)26(40-13)16-20(34)15(25-22(36)17(31)11(30)7-38-25)19(33)14-10(29)5-12(39-24(14)16)8-1-3-9(28)4-2-8/h1-5,11,13,17-18,21-23,25-28,30-37H,6-7H2	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	563.141	lib-00017.mgf	Gold	1	0.751739	0.758684	0.000427246	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	563.141	n/a	0	9	OCC1OC(C(O)C(O)C1O)C2=C3OC(=CC(=O)C3=C(O)C(C4OCC(O)C(O)C4O)=C2O)C5=CC=C(O)C=C5	1	563.141	spectra/specs_ms.pklbin	CCMSLIB00000846991	625411	UPDATE-SINGLE-ANNOTATED-GOLD	 
1095	[M-H]-	N/A	1	MoNA:2871079 (+/-)-Catechin	isolated	MoNA	0.0	InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2	N/A	LC-ESI-QTOF	 	LC-ESI-QTOF	289.072	lib-00023.mgf	Bronze	3	0.606247	4.22283	0.0012207	MONA	MoNA	289.072	N/A	0	9	N/A	1	289.071	spectra/specs_ms.pklbin	CCMSLIB00000569339	58035.3	UPDATE-SINGLE-ANNOTATED-BRONZE	 
110	M-H	N/A	-1	Di_Catechin_Type_B_Deoxyhexose_Gallate	Other	GCYounkin	876.211	N/A	N/A	qTof	Negative	LC-ESI	875.204	lib-00027.mgf	Bronze	3	0.26843	3.41717	0.00299072	PRIVATE-USER	TAKursar	875.204	N/A	0	8	c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)O)OC1C(O)OC(C(C1O)O)C)O)CC(C(O2)c1ccc(c(c1)O)O)O	1	875.201	spectra/specs_ms.pklbin	CCMSLIB00001056749	575271	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1105	M-H	N/A	-1	"<4,6:4,6>-2,3-trans-3,4-cis:2',3'-trans-3',4'-trans:2'',3''-trans-3'',4''-bi-<(-)-fisetinidol>-(+)-mollisacacidin|[4,6:4,6]-2,3-trans-3,4-cis:2',3'-trans-3',4'-trans:2'',3''-trans-3'',4''-bi-((-)-fisetinidol)-(+)-mollisacacidin"	Other	GCYounkin	834.216	N/A	N/A	qTof	Negative	LC-ESI	833.209	lib-00025.mgf	Bronze	3	0.326562	3.80916	0.00317383	null	TAKursar	833.209	N/A	0	8	C1([H])(C([H])(O[H])C([H])(c2c([H])c([H])c(O[H])c(O[H])c2[H])Oc(c([H])c(O[H])c(C3([H])C([H])(O[H])C([H])(c4c([H])c([H])c(O[H])c(O[H])c4[H])Oc(c([H])c(O[H])c([H])c5[H])c35)c6[H])c16)c7c(O[H])c([H])c(OC([H])(c8c([H])c([H])c(O[H])c(O[H])c8[H])C([H])(O[H])C9([H])O[H])c9c7[H]	1	833.206	spectra/specs_ms.pklbin	CCMSLIB00001665901	1.81169e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1112	M-H	N/A	-1	Di_Gallocatechin_Type_B_Gallate_Gallate_Deoxyhexose	Other	GCYounkin	1060.21	N/A	N/A	qTof	Negative	LC-ESI	1059.2	lib-00027.mgf	Bronze	3	0.254398	15.4431	0.0163574	PRIVATE-USER	TAKursar	1059.2	N/A	0	6	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)OC1OC(C(C(C1O)O)O)C)O)O)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O	1	1059.22	spectra/specs_ms.pklbin	CCMSLIB00001057782	109200	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1119	[M+H]	117-39-5	1	ReSpect:PT204090 Quercetin|Quer|3,3',4',5,7-pentahydroxyflavone|Flavin meletin|Kvercetin|Meletin|Quercetol|Quercetine|Quertine|Quercitin|Sophoretin|Xanthaurine|3',4',5,7-Tetrahydroxyflavan-3-ol|2-(3,4-Dihydroxyphenyl)	Isolated	ReSpect	0.0	1/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H	N/A	LC-Q-TOF/MS	Positive	ESI	301.035	lib-00007.mgf	Bronze	3	0.869234	3.34539	0.00100708	RESPECT	Putative ReSpect Match	301.035	N/A	0	7	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	1	301.034	spectra/specs_ms.pklbin	CCMSLIB00000222056	38592.5	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1134	M-H	N/A	-1	(-)-(11S)-hydroxy-jasmonic_acid|(11S)-(-)-hydroxyjasmonic_acid	Other	GCYounkin	226.121	N/A	N/A	qTof	Negative	LC-ESI	225.113	lib-00026.mgf	Bronze	3	0.525298	0.203348	4.57764e-05	PRIVATE-USER	TAKursar	225.113	N/A	0	6	C1([H])(C([H])([H])C(=O)O[H])C([H])([H])C([H])([H])C(=O)C1([H])C([H])([H])C([H])=C([H])/C([H])(C([H])([H])[H])O[H]	1	225.113	spectra/specs_ms.pklbin	CCMSLIB00001913435	16873.7	UPDATE-SINGLE-ANNOTATED-BRONZE	 
114	M-H	N/A	-1	Di_Gallocatechin_Type_B_Gallate_Gallate_Gallate	Other	GCYounkin	1066.17	N/A	N/A	qTof	Negative	LC-ESI	1065.16	lib-00027.mgf	Bronze	3	0.363513	3.09428	0.0032959	PRIVATE-USER	TAKursar	1065.16	N/A	0	8	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O	1	1065.15	spectra/specs_ms.pklbin	CCMSLIB00001057807	70856.5	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1140	M-H	N/A	-1	scoposide_D	Other	GCYounkin	1030.57	N/A	N/A	qTof	Negative	LC-ESI	1029.56	lib-00025.mgf	Bronze	3	0.255846	0.94852	0.000976562	null	TAKursar	1029.56	N/A	0	9	C12(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])C([H])(C3([H])C(C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C3([H])[H])(C(=O)OC4([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C4([H])O[H])C([H])([H])C5([H])[H])C15C([H])([H])[H])C6(C([H])([H])[H])C([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])(OC7([H])OC([H])([H])C([H])(O[H])C([H])(OC8([H])OC([H])(C([H])([H])[H])C([H])(O[H])C([H])(OC9([H])OC([H])([H])C([H])(O[H])C([H])(O[H])C9([H])O[H])C8([H])O[H])C7([H])O[H])C([H])([H])C6([H])[H])C([H])([H])C2([H])[H]	1	1029.56	spectra/specs_ms.pklbin	CCMSLIB00001593051	171418	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1143	M-H	N/A	-1	Afzelechin_Catechin_Type_B_Coumarate_Coumarate	Other	GCYounkin	854.221	N/A	N/A	qTof	Negative	LC-ESI	853.214	lib-00027.mgf	Bronze	3	0.316029	0.0715356	6.10352e-05	PRIVATE-USER	TAKursar	853.214	N/A	0	8	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(cc1)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1ccc(cc1)OC(=O)/C=C/c1ccc(cc1)O)OC(=O)/C=C/c1ccc(cc1)O	1	853.214	spectra/specs_ms.pklbin	CCMSLIB00001056414	24896.8	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1144	M-H	N/A	-1	Afzelechin_Catechin_Type_B_Deoxyhexose	Other	GCYounkin	708.205	N/A	N/A	qTof	Negative	LC-ESI	707.198	lib-00027.mgf	Bronze	3	0.260676	0.604139	0.000427246	PRIVATE-USER	TAKursar	707.198	N/A	0	6	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(cc1)O)O)O)c1c2c(c(cc1O)OC1C(O)OC(C(C1O)O)C)CC(C(O2)c1ccc(cc1)O)O	1	707.198	spectra/specs_ms.pklbin	CCMSLIB00001056356	112312	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1152	M-H	n/a	1	NCGC00347780-02_C38H61NO9_3-[(2-Acetamido-2-deoxyhexopyranosyl)oxy]-16-hydroxyolean-12-en-28-oic acid	isolated	lfnothias	675.435	InChI=1S/C38H61NO9/c1-20(41)39-28-30(44)29(43)23(19-40)47-31(28)48-27-12-13-35(6)24(34(27,4)5)11-14-36(7)25(35)10-9-21-22-17-33(2,3)15-16-38(22,32(45)46)26(42)18-37(21,36)8/h9,22-31,40,42-44H,10-19H2,1-8H3,(H,39,41)(H,45,46)	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	674.427	lib-00017.mgf	Gold	1	0.626609	0.633495	0.000427246	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	674.427	n/a	0	10	CC(=O)NC1C(O)C(O)C(CO)OC1OC2CCC3(C)C(CCC4(C)C3C\C=C5\C6CC(C)(C)CCC6(C(O)CC45C)C(O)=O)C2(C)C	1	674.427	spectra/specs_ms.pklbin	CCMSLIB00000849944	118879	UPDATE-SINGLE-ANNOTATED-GOLD	 
1162	M-H	N/A	-1	3-O-beta-D-glucopyranosyl(1?3)-beta-D-glucopyranosyl(1?3)-beta-D-glucopyranosyloleanolic_acid-28-O-beta-D-glucopyranoside	Other	GCYounkin	1104.57	N/A	N/A	qTof	Negative	LC-ESI	1103.56	lib-00025.mgf	Bronze	3	0.437305	2.10168	0.00231934	null	TAKursar	1103.56	N/A	0	8	[C@@]12(C([H])([H])[H])C(=C([H])C([H])([H])[C@]([H])([C@]3(C([H])([H])[H])[C@]([H])(C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[C@]4([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[C@]5([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[C@]6([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]6([H])O[H])[C@@]5([H])O[H])[C@@]4([H])O[H])C([H])([H])C3([H])[H])C([H])([H])C7([H])[H])[C@]17C([H])([H])[H])[C@@]8([H])[C@@](C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C8([H])[H])(C(=O)O[C@]9([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]9([H])O[H])C([H])([H])C2([H])[H]	1	1103.56	spectra/specs_ms.pklbin	CCMSLIB00001514964	34613.9	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1176	M-H	N/A	-1	"3-O-beta-D-Xylopyranoside-(2R,3R)-3,3',4',5,7-Pentahydroxyflavanone"	Other	GCYounkin	436.101	N/A	N/A	qTof	Negative	LC-ESI	435.093	lib-00026.mgf	Bronze	3	0.470044	2.45491	0.00106812	PRIVATE-USER	TAKursar	435.093	N/A	0	7	C1([H])(OC2([H])OC([H])([H])C([H])(O[H])C([H])(O[H])C2([H])O[H])C([H])(c3c([H])c([H])c(O[H])c(O[H])c3[H])Oc(c([H])c(O[H])c([H])c4O[H])c4C1=O	1	435.092	spectra/specs_ms.pklbin	CCMSLIB00002047242	694063	UPDATE-SINGLE-ANNOTATED-BRONZE	 
118	M-H	21637252	1	Spectral Match to Isoquercitin from NIST14	Isolated	Data deposited by rsilva	0.0	N/A	N/A	Q-TOF	Negative	ESI	463.091	lib-00024.mgf	Bronze	3	0.79003	8.50107	0.00393677	GNPS-NIST14-MATCHES	Data from Sambles	463.091	N/A	0	6	N/A	1	463.087	spectra/specs_ms.pklbin	CCMSLIB00003134899	4.23229e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1180	M+FA-H	n/a	1	NCGC00384682-01_C48H78O18_1-O-[(3beta)-3-{[3-O-(beta-D-Galactopyranosyl)-beta-D-glucopyranosyl]oxy}-28-oxoolean-12-en-28-yl]-beta-D-glucopyranose	isolated	lfnothias	942.519	InChI=1S/C48H78O18/c1-43(2)14-16-48(42(60)66-40-36(58)34(56)31(53)25(20-50)62-40)17-15-46(6)22(23(48)18-43)8-9-28-45(5)12-11-29(44(3,4)27(45)10-13-47(28,46)7)64-41-37(59)38(32(54)26(21-51)63-41)65-39-35(57)33(55)30(52)24(19-49)61-39/h8,23-41,49-59H,9-21H2,1-7H3/t23-,24+,25+,26+,27?,28?,29-,30+,31+,32+,33-,34-,35+,36+,37+,38-,39-,40-,41+,45-,46+,47+,48-/m0/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	987.517	lib-00017.mgf	Gold	1	0.553993	16.935	0.0167236	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	987.517	n/a	0	11	CC1(C)CC[C@@]2(CC[C@]3(C)\C(=C/CC4[C@@]5(C)CC[C@H](O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)C(C)(C)C5CC[C@@]34C)[C@@H]2C1)C(=O)O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O	1	987.534	spectra/specs_ms.pklbin	CCMSLIB00000850595	1.01693e+06	UPDATE-SINGLE-ANNOTATED-GOLD	 
1185	M-H	N/A	1	PE(16:0/0:0); [M-H]- C21H43N1O7P1	Commercial	Thomas Metz	0.0	N/A	N/A	HCD; Lumos	Negative	LC-ESI	453.286	lib-00019.mgf	Gold	1	0.844728	12.9938	0.00588989	PNNL-LIPIDS-NEGATIVE	Thomas Metz	453.286	N/A	0	6	N/A	1	453.28	spectra/specs_ms.pklbin	CCMSLIB00003087767	40527.8	UPDATE-SINGLE-ANNOTATED-GOLD	 
1190	M-H	118-00-3	0	GUANOSINE	Commercial standard	Prasad	283.092	N/A	N/A	Q-Exactive Plus	Negative	LC-ESI	282.084	lib-00012.mgf	Gold	1	0.908579	2.27191	0.000640869	GNPS-EMBL-MCF	Alexandrov Theodore	282.084	6802	0	7	C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=NC2=O)N	1	282.083	spectra/specs_ms.pklbin	CCMSLIB00000578138	310825	UPDATE-SINGLE-ANNOTATED-GOLD	 
1195	M-H	n/a	1	NCGC00169650-03!5,7-dihydroxy-2-(4-hydroxyphenyl)-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-6-(3,4,5-trihydroxyoxan-2-yl)chromen-4-one	isolated	lfnothias	564.148	InChI=1S/C26H28O14/c27-6-13-18(32)21(35)23(37)26(40-13)16-20(34)15(25-22(36)17(31)11(30)7-38-25)19(33)14-10(29)5-12(39-24(14)16)8-1-3-9(28)4-2-8/h1-5,11,13,17-18,21-23,25-28,30-37H,6-7H2	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	563.141	lib-00017.mgf	Gold	1	0.757306	1.40898	0.000793457	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	563.141	n/a	0	10	OCC1OC(C(O)C(O)C1O)C2=C3OC(=CC(=O)C3=C(O)C(C4OCC(O)C(O)C4O)=C2O)C5=CC=C(O)C=C5	1	563.14	spectra/specs_ms.pklbin	CCMSLIB00000846991	587100	UPDATE-SINGLE-ANNOTATED-GOLD	 
1204	M-H	N/A	-1	Di_Hydro_Kaempferol_Hexose_Gallate	Other	GCYounkin	602.127	N/A	N/A	qTof	Negative	LC-ESI	601.12	lib-00027.mgf	Bronze	3	0.655581	3.04607	0.00183105	PRIVATE-USER	TAKursar	601.12	N/A	0	12	c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1ccc(cc1)O)OC1OC(C(C(C1O)O)OC(=O)c1cc(c(c(c1)O)O)O)CO	1	601.118	spectra/specs_ms.pklbin	CCMSLIB00001057490	670836	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1205	M-H	N/A	-1	Gallocatechin_Gallate	Other	GCYounkin	458.085	N/A	N/A	qTof	Negative	LC-ESI	457.078	lib-00027.mgf	Bronze	3	0.340554	1.73593	0.000793457	PRIVATE-USER	TAKursar	457.078	N/A	0	6	c12c(c(cc(c1)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)O)O)O	1	457.077	spectra/specs_ms.pklbin	CCMSLIB00001056954	983704	UPDATE-SINGLE-ANNOTATED-BRONZE	 
