cluster index	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)	G1	G2	G3	G4	G5	G6	AllFiles	AllGroups	DefaultGroups	RTMean	RTStdErr	ProteoSAFeClusterLink	UniqueFileSourcesCount	EvenOdd	LibraryID	NumberOrganismIDs	AllOrganisms	componentindex
2318	1	991.941	1	991.941	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:4015###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2318	1	0	N/A	0	N/A	1
2319	1	1126.52	1	1126.52	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1307###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2319	1	0	N/A	0	N/A	-1
2316	1	863.369	1	863.369	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1489###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2316	1	1	N/A	0	N/A	1
2317	1	365.18	1	365.18	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1477###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2317	1	1	N/A	0	N/A	-1
2314	1	851.223	1	851.223	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:3638###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2314	1	1	N/A	0	N/A	1
2315	1	1053.8	1	1053.8	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1012###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2315	1	0	N/A	0	N/A	1
2312	1	852.237	1	852.237	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:3201###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2312	1	0	N/A	0	N/A	1
2313	1	821.224	1	821.224	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:4348###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2313	1	1	Di_Afzelechin_Type_B_Coumarate_Cinnamate	1	PRIVATE-USER;	1
2310	1	1255.35	1	1255.35	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:3199###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2310	1	1	N/A	0	N/A	1
2311	1	518.091	1	518.091	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1428###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2311	1	0	N/A	0	N/A	-1
298	1	1121.27	1	1121.27	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:3514###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=298	1	1	N/A	0	N/A	1
299	1	477.103	1	477.103	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1573###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=299	1	1	ReSpect:PT204193 isorhamnetin-3-O-glucoside|Isor-3-Glc|Isorhamnetin-3-beta-D-galactopyranoside|5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-o	1	RESPECT;	1
296	1	273.076	1	273.076	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:2636###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=296	1	1	N/A	0	N/A	1
297	1	577.155	1	577.155	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:3791###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=297	1	1	N/A	0	N/A	1
294	1	437.09	1	437.09	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:5191###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=294	1	1	N/A	0	N/A	1
295	1	277.217	1	277.217	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1075###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=295	1	0	N/A	0	N/A	-1
292	1	609.124	1	609.124	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:2053###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=292	1	1	Di_Gallocatechin_Type_B	1	PRIVATE-USER;	1
293	1	505.207	1	505.207	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:5192###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=293	1	1	N/A	0	N/A	1
290	1	433.114	1	433.114	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:30###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=290	1	1	N/A	0	N/A	1
291	1	609.123	1	609.123	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1230###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=291	1	1	Di_Gallocatechin_Type_B	1	PRIVATE-USER;	1
2147	1	817.211	1	817.211	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:299###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2147	1	1	N/A	0	N/A	1
270	1	877.894	1	877.894	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1096###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=270	1	0	N/A	0	N/A	1
271	1	147.03	1	147.03	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:363###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=271	1	1	N/A	0	N/A	-1
272	1	1876.85	1	1876.85	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1291###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=272	1	0	N/A	0	N/A	1
273	1	1582.74	1	1582.74	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1754###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=273	1	0	N/A	0	N/A	1
274	1	147.044	1	147.044	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1450###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=274	1	1	N/A	0	N/A	-1
275	1	884.901	1	884.901	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1718###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=275	1	1	N/A	0	N/A	1
276	1	623.14	1	623.14	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:2488###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=276	1	1	N/A	0	N/A	1
277	1	1640.79	1	1640.79	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:356###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=277	1	0	N/A	0	N/A	1
278	1	133.013	1	133.013	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1381###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=278	1	1	Malate	1	GNPS-LIBRARY;	-1
279	1	1686.79	1	1686.79	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:957###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=279	1	0	N/A	0	N/A	1
3211	1	600.08	1	600.08	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:2914###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=3211	1	0	N/A	0	N/A	1
1780	1	1261.6	1	1261.6	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:251###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=1780	1	1	N/A	0	N/A	1
2146	1	561.14	1	561.14	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:459###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2146	1	1	epioritin-(4beta->3)-epioritin-4beta-ol	1	PRIVATE-USER;	1
2268	1	1255.32	1	1255.32	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:3190###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2268	1	1	N/A	0	N/A	1
2269	1	852.248	1	852.248	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:3189###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2269	1	0	N/A	0	N/A	1
2262	1	249.089	1	249.089	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1558###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2262	1	1	N/A	0	N/A	1
2263	1	221.012	1	221.012	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1370###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2263	1	1	N/A	0	N/A	1
2260	1	447.128	1	447.128	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:4768###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2260	1	1	N/A	0	N/A	1
2261	1	610.129	1	610.129	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:2651###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2261	1	0	N/A	0	N/A	1
2266	1	1125.3	1	1125.3	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:2486###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2266	1	1	N/A	0	N/A	1
2267	1	844.248	1	844.248	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:4173###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2267	1	0	N/A	0	N/A	1
2264	1	833.163	1	833.163	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:4756###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2264	1	1	N/A	0	N/A	1
2265	1	548.024	1	548.024	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:722###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2265	1	0	N/A	0	N/A	-1
2442	1	481.097	1	481.097	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:4706###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2442	1	1	NCGC00170023-02!	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE;	1
2443	1	1346.14	1	1346.14	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1862###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2443	1	0	N/A	0	N/A	-1
2440	1	1292.62	1	1292.62	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:531###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2440	1	0	N/A	0	N/A	-1
2441	1	1417.67	1	1417.67	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1855###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2441	1	1	N/A	0	N/A	1
1781	1	1052.46	1	1052.46	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:406###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=1781	1	0	N/A	0	N/A	1
2447	1	469.04	1	469.04	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1401###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2447	1	1	N/A	0	N/A	1
2444	1	659.064	1	659.064	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:5146###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2444	1	1	N/A	0	N/A	1
2445	1	581.092	1	581.092	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:3645###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2445	1	1	N/A	0	N/A	1
2448	1	1098.51	1	1098.51	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:797###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2448	1	0	N/A	0	N/A	-1
2449	1	1254.58	1	1254.58	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:750###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2449	1	0	N/A	0	N/A	-1
2189	1	289.069	1	289.069	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:231###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2189	1	1	ReSpect:PT204560 (+)-Epicatechin|EpCt-pl|ent-Epicatechin|Epicatechol|(+)-3,3',4',5,7-Pentahydroxyflavan|(2S,3S)-2-(3,4-dihydroxyphenyl)chroman-3,5,7-triol	1	RESPECT;	1
108	1	865.196	1	865.196	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:824###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=108	1	1	name_unknown	1	PRIVATE-USER;	1
109	1	864.186	1	864.186	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:3949###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=109	1	0	N/A	0	N/A	1
102	1	637.079	1	637.079	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:2948###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=102	1	1	N/A	0	N/A	1
103	1	767.111	1	767.111	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:522###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=103	1	1	N/A	0	N/A	1
100	1	761.136	1	761.136	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:453###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=100	1	1	Di_Gallocatechin_Type_B_Gallate	1	PRIVATE-USER;	1
101	1	457.075	1	457.075	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:681###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=101	1	1	Gallocatechin_Gallate	1	PRIVATE-USER;	1
106	1	1008.72	1	1008.72	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:743###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=106	1	1	N/A	0	N/A	1
107	1	419.098	1	419.098	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:2824###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=107	1	1	N/A	0	N/A	1
104	1	289.072	1	289.072	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:81###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=104	1	1	ReSpect:PT204560 (+)-Epicatechin|EpCt-pl|ent-Epicatechin|Epicatechol|(+)-3,3',4',5,7-Pentahydroxyflavan|(2S,3S)-2-(3,4-dihydroxyphenyl)chroman-3,5,7-triol	1	RESPECT;	1
105	1	434.081	1	434.081	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:4782###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=105	1	0	N/A	0	N/A	1
2046	1	660.111	1	660.111	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:2201###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2046	1	0	N/A	0	N/A	1
2047	1	343.106	1	343.106	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:2690###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2047	1	1	N/A	0	N/A	1
2044	1	1088.57	1	1088.57	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:483###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2044	1	1	N/A	0	N/A	1
2045	1	948.169	1	948.169	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:5133###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2045	1	0	N/A	0	N/A	1
2042	1	1290.63	1	1290.63	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:961###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2042	1	0	N/A	0	N/A	1
2043	1	481.134	1	481.134	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1451###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2043	1	1	N/A	0	N/A	1
2040	1	998.526	1	998.526	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:1141###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2040	1	1	N/A	0	N/A	1
2041	1	1020.51	1	1020.51	0	1	0	0	0	0	0	all_inga_merged_spectra_2017_09_22.mgf:277###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=3166288305794363aa9b69b6afbcf36d&view=cluster_details&protein=2041	1	1	N/A	0	N/A	-1
