cluster index	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)	G1	G2	G3	G4	G5	G6	AllFiles	AllGroups	DefaultGroups	RTMean	RTStdErr	ProteoSAFeClusterLink	UniqueFileSourcesCount	EvenOdd	LibraryID	NumberOrganismIDs	AllOrganisms
11	1	822.37	1	822.37	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:724###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=11	1	0	N/A	0	N/A
12	1	1059.54	1	1059.54	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:512###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=12	1	0	3-O-<beta-D-xylopyranosyl(1->2)-alpha-L-arabinopyranosyl_(1->6)><beta-D-glucopyranosyl_(1->2)>beta-D-glucopyranosyl_echinocystic_acid|3-O-[beta-D-xylopyranosyl(1->2)-alpha-L-arabinopyranosyl_(1->6)][beta-D-glucopyranosyl_(1->2)]beta-D-glucopyranosyl_echinocystic_acid	1	PRIVATE-USER;
13	1	1043.54	1	1043.54	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:25###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=13	1	0	3-O-[beta-D-glucopyranosyl-(1->3)-alpha-L-arabinopyranosyl]-ursolic_acid-28-O-[beta-D-glucopyranosyl]_ester	1	null;
14	1	881.489	1	881.489	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:559###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=14	1	0	3-O-[beta-D-xylopyranosyl(1->2)-alpha-L-arabinopyranosyl(1->6)]-beta-D-glucopyranosyl_oleanolic_acid|oleanolic_acid_3-O-beta-D-xylopyranosyl-(1->2)-alpha-L-arabinopyranosyl-(1->6)-beta-D-glucopyranoside|pitheduloside_C	1	null;
15	1	795.454	1	795.454	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1472###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=15	1	0	N/A	0	N/A
16	1	658.433	1	658.433	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:319###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=16	1	1	N/A	0	N/A
17	1	1043.54	1	1043.54	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:813###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=17	1	0	3-O-[beta-D-glucopyranosyl-(1->3)-alpha-L-arabinopyranosyl]-ursolic_acid-28-O-[beta-D-glucopyranosyl]_ester	1	null;
18	1	895.387	1	895.387	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2096###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=18	1	1	N/A	0	N/A
19	1	916.405	1	916.405	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2095###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=19	1	0	N/A	0	N/A
20	1	895.398	1	895.398	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:3104###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=20	1	1	N/A	0	N/A
21	1	1524.72	1	1524.72	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:3053###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=21	1	0	N/A	0	N/A
22	1	895.384	1	895.384	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2097###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=22	1	1	N/A	0	N/A
23	1	843.374	1	843.374	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:3105###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=23	1	1	N/A	0	N/A
24	1	938.51	1	938.51	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:20###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=24	1	1	3-O-[beta-D-xyloyranosyl-(1->2)-alpha-L-arabinopyranosyl-(1->6)-2-acetamido-2-deoxy-beta-D-glucopyranosyl]echinocystic_acid|acacioside_A	1	null;
25	1	1029.56	1	1029.56	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2438###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=25	1	0	scoposide_D	1	null;
26	1	973.499	1	973.499	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2620###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=26	1	0	NCGC00169251-02_C47H76O18_6-O-Hexopyranosyl-1-O-[19-hydroxy-28-oxo-3-(pentopyranosyloxy)olean-12-en-28-yl]hexopyranose	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE;
27	1	675.322	1	675.322	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2619###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=27	1	1	N/A	0	N/A
28	1	957.506	1	957.506	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:162###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=28	1	0	Mabioside_B	1	null;
29	1	855.89	1	855.89	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:3128###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=29	1	0	N/A	0	N/A
30	1	609.124	1	609.124	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:733###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=30	1	1	N/A	0	N/A
31	1	595.108	1	595.108	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:4086###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=31	1	1	N/A	0	N/A
32	1	1877.85	1	1877.85	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:525###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=32	1	1	N/A	0	N/A
33	1	1742.8	1	1742.8	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2086###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=33	1	0	N/A	0	N/A
34	1	1832.83	1	1832.83	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:528###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=34	1	0	N/A	0	N/A
35	1	1875.84	1	1875.84	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:55###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=35	1	1	N/A	0	N/A
36	1	916.408	1	916.408	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2147###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=36	1	0	N/A	0	N/A
37	1	833.886	1	833.886	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1204###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=37	1	0	N/A	0	N/A
38	1	1904.85	1	1904.85	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2174###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=38	1	0	N/A	0	N/A
39	1	841.882	1	841.882	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:3286###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=39	1	0	N/A	0	N/A
40	1	863.896	1	863.896	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2439###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=40	1	0	N/A	0	N/A
41	1	856.887	1	856.887	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:84###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=41	1	1	N/A	0	N/A
42	1	849.391	1	849.391	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2998###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=42	1	1	N/A	0	N/A
43	1	870.897	1	870.897	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:915###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=43	1	1	N/A	0	N/A
44	1	827.888	1	827.888	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:3000###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=44	1	0	N/A	0	N/A
45	1	921.91	1	921.91	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:698###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=45	1	0	N/A	0	N/A
46	1	870.398	1	870.398	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2293###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=46	1	0	N/A	0	N/A
47	1	952.419	1	952.419	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:599###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=47	1	0	N/A	0	N/A
48	1	1920.84	1	1920.84	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2295###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=48	1	0	N/A	0	N/A
49	1	1949.87	1	1949.87	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2296###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=49	1	1	N/A	0	N/A
50	1	1540.73	1	1540.73	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2767###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=50	1	0	N/A	0	N/A
51	1	1878.83	1	1878.83	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2661###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=51	1	0	N/A	0	N/A
52	1	864.396	1	864.396	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:5128###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=52	1	0	N/A	0	N/A
53	1	842.892	1	842.892	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:3551###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=53	1	1	N/A	0	N/A
54	1	1832.83	1	1832.83	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1628###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=54	1	0	N/A	0	N/A
55	1	1772.81	1	1772.81	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:4598###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=55	1	0	N/A	0	N/A
56	1	869.898	1	869.898	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:4599###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=56	1	0	N/A	0	N/A
57	1	1877.86	1	1877.86	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2595###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=57	1	1	N/A	0	N/A
58	1	849.883	1	849.883	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:3980###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=58	1	0	N/A	0	N/A
59	1	639.135	1	639.135	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2216###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=59	1	1	N/A	0	N/A
60	1	1816.83	1	1816.83	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:516###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=60	1	0	N/A	0	N/A
61	1	900.904	1	900.904	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1431###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=61	1	1	N/A	0	N/A
62	1	1716.79	1	1716.79	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2270###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=62	1	0	N/A	0	N/A
63	1	1893.85	1	1893.85	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1515###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=63	1	1	N/A	0	N/A
64	1	1904.84	1	1904.84	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2814###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=64	1	0	N/A	0	N/A
65	1	1935.85	1	1935.85	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2813###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=65	1	1	N/A	0	N/A
66	1	1892.84	1	1892.84	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1933###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=66	1	0	N/A	0	N/A
67	1	1878.83	1	1878.83	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:242###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=67	1	0	N/A	0	N/A
68	1	1863.85	1	1863.85	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:259###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=68	1	1	N/A	0	N/A
69	1	1859.84	1	1859.84	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:3421###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=69	1	1	N/A	0	N/A
70	1	1682.8	1	1682.8	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:371###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=70	1	0	N/A	0	N/A
71	1	1846.84	1	1846.84	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:225###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=71	1	0	N/A	0	N/A
72	1	1889.86	1	1889.86	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:104###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=72	1	1	N/A	0	N/A
73	1	876.901	1	876.901	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:596###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=73	1	1	N/A	0	N/A
74	1	1832.83	1	1832.83	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:198###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=74	1	0	N/A	0	N/A
75	1	1845.83	1	1845.83	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:316###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=75	1	1	N/A	0	N/A
76	1	848.889	1	848.889	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1190###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=76	1	1	N/A	0	N/A
77	1	1758.81	1	1758.81	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:184###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=77	1	0	N/A	0	N/A
78	1	1859.84	1	1859.84	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:447###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=78	1	1	N/A	0	N/A
79	1	848.889	1	848.889	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:236###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=79	1	1	N/A	0	N/A
80	1	877.894	1	877.894	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1096###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=80	1	0	N/A	0	N/A
81	1	1876.85	1	1876.85	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1291###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=81	1	0	N/A	0	N/A
82	1	1582.74	1	1582.74	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1754###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=82	1	0	N/A	0	N/A
83	1	884.901	1	884.901	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:1718###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=83	1	1	N/A	0	N/A
84	1	623.14	1	623.14	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:2488###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=84	1	1	N/A	0	N/A
85	1	1640.79	1	1640.79	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:356###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=85	1	0	N/A	0	N/A
86	1	1686.79	1	1686.79	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:957###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=86	1	0	N/A	0	N/A
87	1	834.893	1	834.893	0	1	0	0	0	0	0	saponins_merged_spectra_2017_09_22.mgf:730###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=24fec195ad3045018c454ae763f0d5b8&view=cluster_details&protein=87	1	1	N/A	0	N/A
