#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags
155	M-H2O-H	n/a	1	NCGC00169689-02_C48H78O19_beta-D-Glucopyranose, O-6-deoxy-alpha-L-mannopyranosyl-(1->4)-O-beta-D-glucopyranosyl-(1->6)-1-O-[(2alpha,3beta,5xi,9xi,18xi)-2,3,23-trihydroxy-28-oxours-12-en-28-yl]-	isolated	lfnothias	958.514	InChI=1S/C48H78O19/c1-20-10-13-48(15-14-46(6)23(29(48)21(20)2)8-9-28-44(4)16-24(51)39(60)45(5,19-50)27(44)11-12-47(28,46)7)43(61)67-42-36(58)33(55)31(53)26(65-42)18-62-40-37(59)34(56)38(25(17-49)64-40)66-41-35(57)32(54)30(52)22(3)63-41/h8,20-22,24-42,49-60H,9-19H2,1-7H3/t20-,21+,22+,24-,25-,26-,27?,28?,29?,30+,31-,32-,33+,34-,35-,36-,37-,38-,39+,40-,41+,42+,44+,45+,46-,47-,48+/m1/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	939.495	lib-00017.mgf	Gold	1	0.308374	0.584693	0.000549316	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	939.495	n/a	0	8	C[C@@H]1CC[C@@]2(CC[C@]3(C)\C(=C/CC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)C5CC[C@@]34C)C2[C@H]1C)C(=O)O[C@@H]6O[C@H](CO[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@@H](O)[C@H](O)[C@H]6O	1	939.494	spectra/specs_ms.pklbin	CCMSLIB00000850544	1.53904e+06	UPDATE-SINGLE-ANNOTATED-GOLD	 
198	M-H	n/a	1	NCGC00347780-02_C38H61NO9_3-[(2-Acetamido-2-deoxyhexopyranosyl)oxy]-16-hydroxyolean-12-en-28-oic acid	isolated	lfnothias	675.435	InChI=1S/C38H61NO9/c1-20(41)39-28-30(44)29(43)23(19-40)47-31(28)48-27-12-13-35(6)24(34(27,4)5)11-14-36(7)25(35)10-9-21-22-17-33(2,3)15-16-38(22,32(45)46)26(42)18-37(21,36)8/h9,22-31,40,42-44H,10-19H2,1-8H3,(H,39,41)(H,45,46)	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	674.427	lib-00017.mgf	Gold	1	0.796951	0.452496	0.000305176	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	674.427	n/a	0	12	CC(=O)NC1C(O)C(O)C(CO)OC1OC2CCC3(C)C(CCC4(C)C3C\C=C5\C6CC(C)(C)CCC6(C(O)CC45C)C(O)=O)C2(C)C	1	674.427	spectra/specs_ms.pklbin	CCMSLIB00000849944	114394	UPDATE-SINGLE-ANNOTATED-GOLD	 
2	M-H	N/A	-1	Catechin_Coumarate_Coumarate_Deoxyhexose	Other	GCYounkin	728.211	N/A	N/A	qTof	Negative	LC-ESI	727.203	lib-00027.mgf	Bronze	3	0.402772	0.0839314	6.10352e-05	PRIVATE-USER	TAKursar	727.203	N/A	0	6	c12c(c(cc(c1)O)O)CC(C(O2)c1ccc(c(c1)O)O)OC(=O)/C=C/c1ccc(cc1)OC(=O)/C=C/c1ccc(cc1)OC1C(C(C(C(O1)C)O)O)O	1	727.203	spectra/specs_ms.pklbin	CCMSLIB00001055664	1.63301e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 
236	M-H	N/A	-1	Mabioside_B	Other	GCYounkin	958.514	N/A	N/A	qTof	Negative	LC-ESI	957.506	lib-00025.mgf	Bronze	3	0.274779	1.65734	0.00158691	null	TAKursar	957.506	N/A	0	6	C12(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])C([H])(C3(C([H])([H])[H])C([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])(OC4([H])OC([H])(C([H])([H])OC5([H])OC([H])(C([H])([H])[H])C([H])(O[H])C([H])(O[H])C5([H])O[H])C([H])(O[H])C([H])(O[H])C4([H])OC6([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C6([H])O[H])C([H])([H])C3([H])[H])C([H])([H])C7([H])[H])C17C([H])([H])[H])C8([H])C(C([H])([H])[H])(C([H])(C([H])([H])C([H])=C(/C([H])([H])[H])C([H])([H])[H])OC8=O)OC2([H])O[H]	1	957.505	spectra/specs_ms.pklbin	CCMSLIB00001477075	1.91352e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
30	M-H	N/A	-1	Myricetin_Coumarate_Gallate_Deoxyhexose	Other	GCYounkin	762.143	N/A	N/A	qTof	Negative	LC-ESI	761.136	lib-00027.mgf	Bronze	3	0.257449	0.641517	0.000488281	PRIVATE-USER	TAKursar	761.136	N/A	0	8	c12c(c(cc(c1)O)OC1C(C(O)OC(C1O)C)O)c(=O)c(c(o2)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)OC(=O)/C=C/c1ccc(cc1)O)O)O	1	761.135	spectra/specs_ms.pklbin	CCMSLIB00001056195	1.13526e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
311	M+FA-H	n/a	1	NCGC00384682-01_C48H78O18_1-O-[(3beta)-3-{[3-O-(beta-D-Galactopyranosyl)-beta-D-glucopyranosyl]oxy}-28-oxoolean-12-en-28-yl]-beta-D-glucopyranose	isolated	lfnothias	942.519	InChI=1S/C48H78O18/c1-43(2)14-16-48(42(60)66-40-36(58)34(56)31(53)25(20-50)62-40)17-15-46(6)22(23(48)18-43)8-9-28-45(5)12-11-29(44(3,4)27(45)10-13-47(28,46)7)64-41-37(59)38(32(54)26(21-51)63-41)65-39-35(57)33(55)30(52)24(19-49)61-39/h8,23-41,49-59H,9-21H2,1-7H3/t23-,24+,25+,26+,27?,28?,29-,30+,31+,32+,33-,34-,35+,36+,37+,38-,39-,40-,41+,45-,46+,47+,48-/m0/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	987.517	lib-00017.mgf	Gold	1	0.296356	2.53407	0.00250244	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	987.517	n/a	0	11	CC1(C)CC[C@@]2(CC[C@]3(C)\C(=C/CC4[C@@]5(C)CC[C@H](O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)C(C)(C)C5CC[C@@]34C)[C@@H]2C1)C(=O)O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O	1	987.515	spectra/specs_ms.pklbin	CCMSLIB00000850595	326333	UPDATE-SINGLE-ANNOTATED-GOLD	 
343	M-H	n/a	1	NCGC00385731-01_C46H74O17_(3beta,5xi,9xi,16alpha)-3-{[alpha-L-Arabinopyranosyl-(1->2)-alpha-L-arabinopyranosyl-(1->6)-beta-D-glucopyranosyl]oxy}-16-hydroxyolean-12-en-28-oic acid	isolated	lfnothias	898.493	InChI=1S/C46H74O17/c1-41(2)14-15-46(40(56)57)22(16-41)21-8-9-27-43(5)12-11-29(42(3,4)26(43)10-13-44(27,6)45(21,7)17-28(46)49)62-38-35(55)33(53)32(52)25(61-38)20-60-39-36(31(51)24(48)19-59-39)63-37-34(54)30(50)23(47)18-58-37/h8,22-39,47-55H,9-20H2,1-7H3,(H,56,57)/t22-,23-,24-,25+,26?,27?,28+,29-,30-,31-,32+,33-,34+,35+,36+,37-,38-,39-,43-,44+,45+,46+/m0/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	897.485	lib-00017.mgf	Gold	1	0.62842	1.49615	0.00134277	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	897.485	n/a	0	14	CC1(C)CC[C@@]2([C@H](O)C[C@]3(C)\C(=C/CC4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO[C@@H]7OC[C@H](O)[C@H](O)[C@H]7O[C@@H]8OC[C@H](O)[C@H](O)[C@H]8O)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)C5CC[C@@]34C)[C@@H]2C1)C(O)=O	1	897.484	spectra/specs_ms.pklbin	CCMSLIB00000851204	40032.6	UPDATE-SINGLE-ANNOTATED-GOLD	 
411	M-H	N/A	-1	3-O-[beta-D-xyloyranosyl-(1->2)-alpha-L-arabinopyranosyl-(1->6)-2-acetamido-2-deoxy-beta-D-glucopyranosyl]echinocystic_acid|acacioside_A	Other	GCYounkin	939.519	N/A	N/A	qTof	Negative	LC-ESI	938.512	lib-00025.mgf	Bronze	3	0.394138	2.40626	0.0022583	null	TAKursar	938.512	N/A	0	11	C12(C([H])([H])[H])C([H])(C([H])([H])C([H])=C(C3([H])C(C(=O)O[H])(C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C3([H])[H])C([H])(O[H])C4([H])[H])C14C([H])([H])[H])C5(C([H])([H])[H])C([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])(OC6([H])OC([H])(C([H])([H])OC7([H])OC([H])([H])C([H])(O[H])C([H])(O[H])C7([H])OC8([H])OC([H])([H])C([H])(O[H])C([H])(O[H])C8([H])O[H])C([H])(O[H])C([H])(O[H])C6([H])N([H])C(C([H])([H])[H])=O)C([H])([H])C5([H])[H])C([H])([H])C2([H])[H]	1	938.51	spectra/specs_ms.pklbin	CCMSLIB00001538068	915218	UPDATE-SINGLE-ANNOTATED-BRONZE	 
489	M-H	N/A	-1	scoposide_D	Other	GCYounkin	1030.57	N/A	N/A	qTof	Negative	LC-ESI	1029.56	lib-00025.mgf	Bronze	3	0.255846	0.94852	0.000976562	null	TAKursar	1029.56	N/A	0	9	C12(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])C([H])(C3([H])C(C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C3([H])[H])(C(=O)OC4([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C4([H])O[H])C([H])([H])C5([H])[H])C15C([H])([H])[H])C6(C([H])([H])[H])C([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])(OC7([H])OC([H])([H])C([H])(O[H])C([H])(OC8([H])OC([H])(C([H])([H])[H])C([H])(O[H])C([H])(OC9([H])OC([H])([H])C([H])(O[H])C([H])(O[H])C9([H])O[H])C8([H])O[H])C7([H])O[H])C([H])([H])C6([H])[H])C([H])([H])C2([H])[H]	1	1029.56	spectra/specs_ms.pklbin	CCMSLIB00001593051	171418	UPDATE-SINGLE-ANNOTATED-BRONZE	 
491	M-H	N/A	-1	Afzelechin_Catechin_Type_B_Coumarate_Coumarate	Other	GCYounkin	854.221	N/A	N/A	qTof	Negative	LC-ESI	853.214	lib-00027.mgf	Bronze	3	0.316029	0.0715356	6.10352e-05	PRIVATE-USER	TAKursar	853.214	N/A	0	8	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(cc1)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1ccc(cc1)OC(=O)/C=C/c1ccc(cc1)O)OC(=O)/C=C/c1ccc(cc1)O	1	853.214	spectra/specs_ms.pklbin	CCMSLIB00001056414	24896.8	UPDATE-SINGLE-ANNOTATED-BRONZE	 
493	M-H	n/a	1	NCGC00347780-02_C38H61NO9_3-[(2-Acetamido-2-deoxyhexopyranosyl)oxy]-16-hydroxyolean-12-en-28-oic acid	isolated	lfnothias	675.435	InChI=1S/C38H61NO9/c1-20(41)39-28-30(44)29(43)23(19-40)47-31(28)48-27-12-13-35(6)24(34(27,4)5)11-14-36(7)25(35)10-9-21-22-17-33(2,3)15-16-38(22,32(45)46)26(42)18-37(21,36)8/h9,22-31,40,42-44H,10-19H2,1-8H3,(H,39,41)(H,45,46)	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	674.427	lib-00017.mgf	Gold	1	0.626609	0.633495	0.000427246	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	674.427	n/a	0	10	CC(=O)NC1C(O)C(O)C(CO)OC1OC2CCC3(C)C(CCC4(C)C3C\C=C5\C6CC(C)(C)CCC6(C(O)CC45C)C(O)=O)C2(C)C	1	674.427	spectra/specs_ms.pklbin	CCMSLIB00000849944	118879	UPDATE-SINGLE-ANNOTATED-GOLD	 
497	M-H	N/A	-1	3-O-beta-D-glucopyranosyl(1?3)-beta-D-glucopyranosyl(1?3)-beta-D-glucopyranosyloleanolic_acid-28-O-beta-D-glucopyranoside	Other	GCYounkin	1104.57	N/A	N/A	qTof	Negative	LC-ESI	1103.56	lib-00025.mgf	Bronze	3	0.437305	2.10168	0.00231934	null	TAKursar	1103.56	N/A	0	8	[C@@]12(C([H])([H])[H])C(=C([H])C([H])([H])[C@]([H])([C@]3(C([H])([H])[H])[C@]([H])(C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[C@]4([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[C@]5([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[C@]6([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]6([H])O[H])[C@@]5([H])O[H])[C@@]4([H])O[H])C([H])([H])C3([H])[H])C([H])([H])C7([H])[H])[C@]17C([H])([H])[H])[C@@]8([H])[C@@](C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C8([H])[H])(C(=O)O[C@]9([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]9([H])O[H])C([H])([H])C2([H])[H]	1	1103.56	spectra/specs_ms.pklbin	CCMSLIB00001514964	34613.9	UPDATE-SINGLE-ANNOTATED-BRONZE	 
