cluster index	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)	G1	G2	G3	G4	G5	G6	AllFiles	AllGroups	DefaultGroups	RTMean	RTStdErr	ProteoSAFeClusterLink	UniqueFileSourcesCount	EvenOdd
16	1	943.46	1	943.46	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1029###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=16	1	1
17	1	1588.79	1	1588.79	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:103###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=17	1	0
18	1	1055.49	1	1055.49	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1030###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=18	1	1
19	1	877.892	1	877.892	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1031###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=19	1	0
20	1	841.459	1	841.459	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1033###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=20	1	0
21	1	1261.59	1	1261.59	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1035###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=21	1	1
22	1	1104.5	1	1104.5	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1036###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=22	1	0
23	1	632.417	1	632.417	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1046###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=23	1	1
24	1	923.425	1	923.425	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1049###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=24	1	1
25	1	1690.82	1	1690.82	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:105###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=25	1	0
26	1	1306.65	1	1306.65	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1052###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=26	1	0
27	1	1771.87	1	1771.87	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1055###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=27	1	1
28	1	1862.83	1	1862.83	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1056###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=28	1	0
29	1	1858.84	1	1858.84	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1057###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=29	1	0
30	1	761.135	1	761.135	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1058###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=30	1	1
31	1	820.486	1	820.486	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1060###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=31	1	1
32	1	590.8	1	590.8	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1061###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=32	1	1
33	1	1384.69	1	1384.69	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1062###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=33	1	0
34	1	1066.96	1	1066.96	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1064###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=34	1	1
35	1	968.519	1	968.519	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1065###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=35	1	1
36	1	624.306	1	624.306	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1067###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=36	1	0
37	1	1889.85	1	1889.85	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:107###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=37	1	1
38	1	1193.54	1	1193.54	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1072###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=38	1	1
39	1	1152.01	1	1152.01	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1073###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=39	1	0
40	1	1049.96	1	1049.96	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1076###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=40	1	0
41	1	1263.62	1	1263.62	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1080###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=41	1	1
42	1	1352.64	1	1352.64	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1084###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=42	1	0
43	1	1833.84	1	1833.84	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1087###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=43	1	1
44	1	944.911	1	944.911	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1090###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=44	1	1
45	1	1128.57	1	1128.57	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1092###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=45	1	1
46	1	1292.62	1	1292.62	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1093###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=46	1	0
47	1	1023.98	1	1023.98	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1096###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=47	1	0
48	1	911.499	1	911.499	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1099###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=48	1	0
49	1	1772.86	1	1772.86	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:11###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=49	1	0
50	1	1865.81	1	1865.81	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1102###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=50	1	1
51	1	1822.79	1	1822.79	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1103###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=51	1	0
52	1	924.531	1	924.531	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1108###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=52	1	1
53	1	1091.5	1	1091.5	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:111###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=53	1	1
54	1	1094.47	1	1094.47	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1116###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=54	1	0
55	1	848.889	1	848.889	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1119###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=55	1	1
56	1	823.485	1	823.485	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:112###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=56	1	0
57	1	967.324	1	967.324	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1121###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=57	1	1
58	1	939.412	1	939.412	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1122###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=58	1	1
59	1	895.484	1	895.484	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1128###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=59	1	0
60	1	1058.46	1	1058.46	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1131###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=60	1	0
61	1	893.894	1	893.894	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1136###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=61	1	0
62	1	1831.92	1	1831.92	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1143###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=62	1	0
63	1	1318.65	1	1318.65	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1144###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=63	1	0
64	1	1738.78	1	1738.78	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1145###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=64	1	0
65	1	1646.77	1	1646.77	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1149###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=65	1	0
66	1	633.4	1	633.4	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1154###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=66	1	0
67	1	823.483	1	823.483	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1157###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=67	1	0
68	1	1754.85	1	1754.85	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1159###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=68	1	0
69	1	1732.83	1	1732.83	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:116###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=69	1	0
70	1	1021.46	1	1021.46	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1165###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=70	1	1
71	1	1859.93	1	1859.93	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1169###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=71	1	0
72	1	1021.95	1	1021.95	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1170###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=72	1	0
73	1	1070.57	1	1070.57	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1177###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=73	1	1
74	1	1001.47	1	1001.47	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1189###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=74	1	1
75	1	749.448	1	749.448	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1192###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=75	1	0
76	1	1150.02	1	1150.02	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1193###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=76	1	0
77	1	989.424	1	989.424	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1194###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=77	1	1
78	1	1006.96	1	1006.96	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1195###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=78	1	1
79	1	1357.62	1	1357.62	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1197###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=79	1	1
80	1	1920	1	1920	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:12###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=80	1	0
81	1	1433.17	1	1433.17	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1202###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=81	1	1
82	1	1876.85	1	1876.85	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1204###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=82	1	0
83	1	1091.5	1	1091.5	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1207###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=83	1	1
84	1	1464.7	1	1464.7	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1211###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=84	1	0
85	1	1616.78	1	1616.78	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1214###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=85	1	0
86	1	811.485	1	811.485	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1218###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=86	1	0
87	1	1090.51	1	1090.51	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1219###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=87	1	0
88	1	1113.51	1	1113.51	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:122###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=88	1	1
89	1	881.489	1	881.489	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1227###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=89	1	0
90	1	981.856	1	981.856	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1228###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=90	1	0
91	1	1835.81	1	1835.81	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1229###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=91	1	1
92	1	1143.55	1	1143.55	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:123###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=92	1	1
93	1	998.511	1	998.511	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1232###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=93	1	1
94	1	1760.79	1	1760.79	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1233###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=94	1	0
95	1	1095.79	1	1095.79	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1234###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=95	1	0
96	1	1158.58	1	1158.58	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1240###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=96	1	1
97	1	1361.67	1	1361.67	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1241###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=97	1	1
98	1	1516.73	1	1516.73	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1244###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=98	1	0
99	1	785.469	1	785.469	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1247###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=99	1	0
100	1	1147.57	1	1147.57	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1248###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=100	1	1
