cluster index	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)	G1	G2	G3	G4	G5	G6	AllFiles	AllGroups	DefaultGroups	RTMean	RTStdErr	ProteoSAFeClusterLink	UniqueFileSourcesCount	EvenOdd	LibraryID	NumberOrganismIDs	AllOrganisms
17	1	1161.33	1	1161.33	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1012###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=17	1	1	N/A	0	N/A
18	1	1126.01	1	1126.01	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1013###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=18	1	0	N/A	0	N/A
19	1	1012.77	1	1012.77	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1014###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=19	1	1	N/A	0	N/A
20	1	1506.69	1	1506.69	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1015###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=20	1	0	N/A	0	N/A
21	1	1101.52	1	1101.52	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1017###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=21	1	1	N/A	0	N/A
22	1	1142.52	1	1142.52	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1019###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=22	1	0	N/A	0	N/A
23	1	1855.9	1	1855.9	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:102###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=23	1	1	N/A	0	N/A
24	1	1634.79	1	1634.79	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1020###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=24	1	0	N/A	0	N/A
25	1	893.415	1	893.415	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1021###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=25	1	1	N/A	0	N/A
26	1	660.111	1	660.111	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1022###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=26	1	0	N/A	0	N/A
27	1	351.072	1	351.072	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1023###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=27	1	1	N/A	0	N/A
28	1	856.888	1	856.888	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1024###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=28	1	1	N/A	0	N/A
29	1	659.123	1	659.123	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1025###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=29	1	1	N/A	0	N/A
30	1	839.397	1	839.397	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1026###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=30	1	1	N/A	0	N/A
31	1	1426.69	1	1426.69	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1027###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=31	1	0	N/A	0	N/A
32	1	1554.73	1	1554.73	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1028###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=32	1	0	N/A	0	N/A
33	1	943.46	1	943.46	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1029###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=33	1	1	N/A	0	N/A
34	1	1588.79	1	1588.79	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:103###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=34	1	0	N/A	0	N/A
35	1	1055.49	1	1055.49	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1030###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=35	1	1	N/A	0	N/A
36	1	877.892	1	877.892	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1031###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=36	1	0	N/A	0	N/A
37	1	325.091	1	325.091	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1032###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=37	1	1	2-O-(p-coumaroyl)-D-glucose|2-O-p-coummaroylglucose|Rhaponticin_2''-O-p-coumarate	1	PRIVATE-USER;
38	1	841.459	1	841.459	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1033###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=38	1	0	N/A	0	N/A
39	1	745.104	1	745.104	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1034###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=39	1	1	Catechin_Gallate_Gallate_Gallate	1	PRIVATE-USER;
40	1	1261.59	1	1261.59	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1035###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=40	1	1	N/A	0	N/A
41	1	1104.5	1	1104.5	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1036###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=41	1	0	N/A	0	N/A
42	1	1044.76	1	1044.76	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1037###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=42	1	1	N/A	0	N/A
43	1	1269.81	1	1269.81	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1038###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=43	1	0	N/A	0	N/A
44	1	1248.64	1	1248.64	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1039###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=44	1	1	N/A	0	N/A
45	1	653.078	1	653.078	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:104###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=45	1	1	N/A	0	N/A
46	1	315.144	1	315.144	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1041###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=46	1	1	N/A	0	N/A
47	1	625.081	1	625.081	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1043###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=47	1	1	N/A	0	N/A
48	1	296.042	1	296.042	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1044###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=48	1	0	N/A	0	N/A
49	1	632.417	1	632.417	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1046###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=49	1	1	N/A	0	N/A
50	1	661.083	1	661.083	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1047###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=50	1	1	N/A	0	N/A
51	1	765.167	1	765.167	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1048###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=51	1	1	Gallocatechin_Coumarate_Gallate_Hexose	1	PRIVATE-USER;
52	1	923.425	1	923.425	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1049###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=52	1	1	N/A	0	N/A
53	1	1690.82	1	1690.82	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:105###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=53	1	0	N/A	0	N/A
54	1	1538.7	1	1538.7	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1050###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=54	1	0	N/A	0	N/A
55	1	304.082	1	304.082	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1051###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=55	1	0	N/A	0	N/A
56	1	1306.65	1	1306.65	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1052###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=56	1	0	N/A	0	N/A
57	1	643.174	1	643.174	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1054###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=57	1	1	N/A	0	N/A
58	1	1771.87	1	1771.87	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1055###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=58	1	1	N/A	0	N/A
59	1	1862.83	1	1862.83	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1056###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=59	1	0	N/A	0	N/A
60	1	1858.84	1	1858.84	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1057###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=60	1	0	N/A	0	N/A
61	1	761.135	1	761.135	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1058###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=61	1	1	Myricetin_Coumarate_Gallate_Deoxyhexose	1	PRIVATE-USER;
62	1	593.151	1	593.151	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1059###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=62	1	1	Vicenin-2	1	GNPS-LIBRARY;
63	1	820.486	1	820.486	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1060###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=63	1	1	N/A	0	N/A
64	1	590.8	1	590.8	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1061###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=64	1	1	N/A	0	N/A
65	1	1384.69	1	1384.69	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1062###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=65	1	0	N/A	0	N/A
66	1	875.202	1	875.202	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1063###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=66	1	1	Di_Catechin_Type_B_Deoxyhexose_Gallate	1	PRIVATE-USER;
67	1	1066.96	1	1066.96	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1064###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=67	1	1	N/A	0	N/A
68	1	968.519	1	968.519	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1065###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=68	1	1	N/A	0	N/A
69	1	896.141	1	896.141	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1066###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=69	1	0	N/A	0	N/A
70	1	624.306	1	624.306	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1067###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=70	1	0	N/A	0	N/A
71	1	577.134	1	577.134	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1068###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=71	1	1	ReSpect:PT204590 Procyanidin B1|(-)-Epicatechin-(4-beta-8)-(+)-catechin|cis,trans''-4,8''-Bi-(3,3',4',5,7-pentahydroxyflavane)|(2R,3R,4R)-2-(3,4-dihydroxyphenyl)-4-[(2R,3S)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychro	1	RESPECT;
72	1	1889.85	1	1889.85	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:107###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=72	1	1	N/A	0	N/A
73	1	447.092	1	447.092	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1071###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=73	1	1	ReSpect:PT204260 luteolin-7-O-glucoside|Lutl-7-Glc|Cynaroside|Cinaroside|Glucoluteolin|7-Glucosylluteolin|Luteoloside|Luteolin 7-O-beta-D-glucoside|Luteolin 7-O-glucopyranoside|7-O-beta-D-Glucosyl-5,7,3',4'-tetrahydro	1	RESPECT;
74	1	1193.54	1	1193.54	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1072###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=74	1	1	N/A	0	N/A
75	1	1152.01	1	1152.01	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1073###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=75	1	0	N/A	0	N/A
76	1	871.218	1	871.218	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1074###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=76	1	1	N/A	0	N/A
77	1	1059.22	1	1059.22	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1075###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=77	1	1	N/A	0	N/A
78	1	1049.96	1	1049.96	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1076###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=78	1	0	N/A	0	N/A
79	1	1064.17	1	1064.17	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1077###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=79	1	0	N/A	0	N/A
80	1	543.281	1	543.281	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1079###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=80	1	0	N/A	0	N/A
81	1	971.936	1	971.936	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:108###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=81	1	0	N/A	0	N/A
82	1	1263.62	1	1263.62	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1080###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=82	1	1	N/A	0	N/A
83	1	912.426	1	912.426	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1081###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=83	1	0	N/A	0	N/A
84	1	480.309	1	480.309	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1082###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=84	1	1	N/A	0	N/A
85	1	1264.63	1	1264.63	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1083###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=85	1	0	N/A	0	N/A
86	1	1352.64	1	1352.64	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1084###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=86	1	0	N/A	0	N/A
87	1	840.475	1	840.475	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1085###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=87	1	1	N/A	0	N/A
88	1	593.128	1	593.128	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1086###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=88	1	1	Leucocyanidin	1	PRIVATE-USER;
89	1	1833.84	1	1833.84	0	1	0	0	0	0	0	all_comps_spectra_2017_11_16.mgf:1087###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02dbde45f8af4204a9631589440cf5d7&view=cluster_details&protein=89	1	1	N/A	0	N/A
